# Rescue Logfile. Created by GNU ddrescue version 1.14
# Command line: ddrescue -b 2048 -i 127100M /dev/sdd2 rescue.img rescue.log
# current_pos  current_status
0x1DDBF13000     *
#      pos        size  status
0x1FAC531000  0x00006000  *
0x1FAC537000  0x00062000  +
0x1FAC599000  0x0000E000  *
0x1FAC5A7000  0x0005A000  +
0x1FAC601000  0x00006000  *
0x1FAC607000  0x000D9000  +
0x1FAC6E0000  0x00007000  *
0x1FAC6E7000  0x00061000  +
0x1FAC748000  0x0000F000  *
0x1FAC757000  0x00059000  +
0x1FAC7B0000  0x00007000  *
0x1FAC7B7000  0x00061000  +
0x1FAC818000  0x0000F000  *
0x1FAC827000  0x0005A000  +
0x1FAC881000  0x00006000  *
0x1FAC887000  0x00062000  +
0x1FAC8E9000  0x0000E000  *
0x1FAC8F7000  0x0005A000  +
0x1FAC951000  0x00006000  *
0x1FAC957000  0x00062000  +
0x1FAC9B9000  0x0000E000  *
0x1FAC9C7000  0x000D1000  +
0x1FACA98000  0x0000F000  *
0x1FACAA7000  0x00059000  +
0x1FACB00000  0x00007000  *
0x1FACB07000  0x00061000  +
0x1FACB68000  0x0000F000  *
0x1FACB77000  0x00059000  +
0x1FACBD0000  0x00007000  *
0x1FACBD7000  0x00062000  +
0x1FACC39000  0x0000E000  *
0x1FACC47000  0x0005A000  +
0x1FACCA1000  0x00006000  *
0x1FACCA7000  0x00062000  +
0x1FACD09000  0x0000E000  *
0x1FACD17000  0x0005A000  +
0x1FACD71000  0x00006000  *
0x1FACD77000  0x000D9000  +
0x1FACE50000  0x00007000  *
0x1FACE57000  0x00061000  +
0x1FACEB8000  0x0000F000  *
0x1FACEC7000  0x0012A000  +
0x1FACFF1000  0x00006000  *
0x1FACFF7000  0x00062000  +
0x1FAD059000  0x0000E000  *
0x1FAD067000  0x0005A000  +
0x1FAD0C1000  0x00006000  *
0x1FAD0C7000  0x00062000  +
0x1FAD129000  0x0000E000  *
0x1FAD137000  0x000D1000  +
0x1FAD208000  0x0000F000  *
0x1FAD217000  0x00059000  +
0x1FAD270000  0x00007000  *
0x1FAD277000  0x00061000  +
0x1FAD2D8000  0x0000F000  *
0x1FAD2E7000  0x00059000  +
0x1FAD340000  0x00007000  *
0x1FAD347000  0x00062000  +
0x1FAD3A9000  0x0000E000  *
0x1FAD3B7000  0x000C2000  +
0x1FAD479000  0x0000E000  *
0x1FAD487000  0x0005A000  +
0x1FAD4E1000  0x00006000  *
0x1FAD4E7000  0x000D9000  +
0x1FAD5C0000  0x00007000  *
0x1FAD5C7000  0x00061000  +
0x1FAD628000  0x0000F000  *
0x1FAD637000  0x000C1000  +
0x1FAD6F8000  0x0000F000  *
0x1FAD707000  0x00192000  +
0x1FAD899000  0x0000E000  *
0x1FAD8A7000  0x00139000  +
0x1FAD9E0000  0x00007000  *
0x1FAD9E7000  0x03D51000  +
0x1FB1738000  0x0000F000  *
0x1FB1747000  0x00059000  +
0x1FB17A0000  0x00007000  *
0x1FB17A7000  0x00061000  +
0x1FB1808000  0x0000F000  *
0x1FB1817000  0x00059000  +
0x1FB1870000  0x00007000  *
0x1FB1877000  0x00061000  +
0x1FB18D8000  0x0000F000  *
0x1FB18E7000  0x00059000  +
0x1FB1940000  0x00007000  *
0x1FB1947000  0x00061000  +
0x1FB19A8000  0x0000F000  *
0x1FB19B7000  0x000D0000  +
0x1FB1A87000  0x00010000  *
0x1FB1A97000  0x00059000  +
0x1FB1AF0000  0x00007000  *
0x1FB1AF7000  0x00061000  +
0x1FB1B58000  0x0000F000  *
0x1FB1B67000  0x00059000  +
0x1FB1BC0000  0x00007000  *
0x1FB1BC7000  0x00061000  +
0x1FB1C28000  0x0000F000  *
0x1FB1C37000  0x00059000  +
0x1FB1C90000  0x00007000  *
0x1FB1C97000  0x00061000  +
0x1FB1CF8000  0x0000F000  *
0x1FB1D07000  0x00059000  +
0x1FB1D60000  0x00007000  *
0x1FB1D67000  0x000D8000  +
0x1FB1E3F000  0x00008000  *
0x1FB1E47000  0x00061000  +
0x1FB1EA8000  0x0000F000  *
0x1FB1EB7000  0x00059000  +
0x1FB1F10000  0x00007000  *
0x1FB1F17000  0x00061000  +
0x1FB1F78000  0x0000F000  *
0x1FB1F87000  0x00059000  +
0x1FB1FE0000  0x00007000  *
0x1FB1FE7000  0x00061000  +
0x1FB2048000  0x0000F000  *
0x1FB2057000  0x00059000  +
0x1FB20B0000  0x00007000  *
0x1FB20B7000  0x00061000  +
0x1FB2118000  0x0000F000  *
0x1FB2127000  0x000D1000  +
0x1FB21F8000  0x0000F000  *
0x1FB2207000  0x00059000  +
0x1FB2260000  0x00007000  *
0x1FB2267000  0x00061000  +
0x1FB22C8000  0x0000F000  *
0x1FB22D7000  0x00059000  +
0x1FB2330000  0x00007000  *
0x1FB2337000  0x00061000  +
0x1FB2398000  0x0000F000  *
0x1FB23A7000  0x00059000  +
0x1FB2400000  0x00007000  *
0x1FB2407000  0x00061000  +
0x1FB2468000  0x0000F000  *
0x1FB2477000  0x00059000  +
0x1FB24D0000  0x00007000  *
0x1FB24D7000  0x000D8000  +
0x1FB25AF000  0x00008000  *
0x1FB25B7000  0x00061000  +
0x1FB2618000  0x0000F000  *
0x1FB2627000  0x00059000  +
0x1FB2680000  0x00007000  *
0x1FB2687000  0x00061000  +
0x1FB26E8000  0x0000F000  *
0x1FB26F7000  0x00059000  +
0x1FB2750000  0x00007000  *
0x1FB2757000  0x00061000  +
0x1FB27B8000  0x0000F000  *
0x1FB27C7000  0x00059000  +
0x1FB2820000  0x00007000  *
0x1FB2827000  0x00061000  +
0x1FB2888000  0x0000F000  *
0x1FB2897000  0x000D0000  +
0x1FB2967000  0x00010000  *
0x1FB2977000  0x00059000  +
0x1FB29D0000  0x00007000  *
0x1FB29D7000  0x00061000  +
0x1FB2A38000  0x0000F000  *
0x1FB2A47000  0x00059000  +
0x1FB2AA0000  0x00007000  *
0x1FB2AA7000  0x00061000  +
0x1FB2B08000  0x0000F000  *
0x1FB2B17000  0x00059000  +
0x1FB2B70000  0x00007000  *
0x1FB2B77000  0x00061000  +
0x1FB2BD8000  0x0000F000  *
0x1FB2BE7000  0x00059000  +
0x1FB2C40000  0x00007000  *
0x1FB2C47000  0x000D8000  +
0x1FB2D1F000  0x00008000  *
0x1FB2D27000  0x00061000  +
0x1FB2D88000  0x0000F000  *
0x1FB2D97000  0x00059000  +
0x1FB2DF0000  0x00007000  *
0x1FB2DF7000  0x00061000  +
0x1FB2E58000  0x0000F000  *
0x1FB2E67000  0x00059000  +
0x1FB2EC0000  0x00007000  *
0x1FB2EC7000  0x00061000  +
0x1FB2F28000  0x0000F000  *
0x1FB2F37000  0x00059000  +
0x1FB2F90000  0x00007000  *
0x1FB2F97000  0x00061000  +
0x1FB2FF8000  0x0000F000  *
0x1FB3007000  0x000D0000  +
0x1FB30D7000  0x00010000  *
0x1FB30E7000  0x00059000  +
0x1FB3140000  0x00007000  *
0x1FB3147000  0x00061000  +
0x1FB31A8000  0x0000F000  *
0x1FB31B7000  0x00059000  +
0x1FB3210000  0x00007000  *
0x1FB3217000  0x00061000  +
0x1FB3278000  0x0000F000  *
0x1FB3287000  0x00059000  +
0x1FB32E0000  0x00007000  *
0x1FB32E7000  0x00061000  +
0x1FB3348000  0x0000F000  *
0x1FB3357000  0x00059000  +
0x1FB33B0000  0x00007000  *
0x1FB33B7000  0x000D8000  +
0x1FB348F000  0x00008000  *
0x1FB3497000  0x00061000  +
0x1FB34F8000  0x0000F000  *
0x1FB3507000  0x00059000  +
0x1FB3560000  0x00007000  *
0x1FB3567000  0x00061000  +
0x1FB35C8000  0x0000F000  *
0x1FB35D7000  0x00059000  +
0x1FB3630000  0x00007000  *
0x1FB3637000  0x00061000  +
0x1FB3698000  0x0000F000  *
0x1FB36A7000  0x00059000  +
0x1FB3700000  0x00007000  *
0x1FB3707000  0x00061000  +
0x1FB3768000  0x0000F000  *
0x1FB3777000  0x000D0000  +
0x1FB3847000  0x00010000  *
0x1FB3857000  0x00059000  +
0x1FB38B0000  0x00007000  *
0x1FB38B7000  0x00061000  +
0x1FB3918000  0x0000F000  *
0x1FB3927000  0x00059000  +
0x1FB3980000  0x00007000  *
0x1FB3987000  0x00061000  +
0x1FB39E8000  0x0000F000  *
0x1FB39F7000  0x00059000  +
0x1FB3A50000  0x00007000  *
0x1FB3A57000  0x00061000  +
0x1FB3AB8000  0x0000F000  *
0x1FB3AC7000  0x00059000  +
0x1FB3B20000  0x00007000  *
0x1FB3B27000  0x000D8000  +
0x1FB3BFF000  0x00008000  *
0x1FB3C07000  0x00061000  +
0x1FB3C68000  0x0000F000  *
0x1FB3C77000  0x00059000  +
0x1FB3CD0000  0x00007000  *
0x1FB3CD7000  0x00061000  +
0x1FB3D38000  0x0000F000  *
0x1FB3D47000  0x00059000  +
0x1FB3DA0000  0x00007000  *
0x1FB3DA7000  0x00061000  +
0x1FB3E08000  0x0000F000  *
0x1FB3E17000  0x00059000  +
0x1FB3E70000  0x00007000  *
0x1FB3E77000  0x00061000  +
0x1FB3ED8000  0x0000F000  *
0x1FB3EE7000  0x000D0000  +
0x1FB3FB7000  0x00010000  *
0x1FB3FC7000  0x02901000  +
0x1FB68C8000  0x0000F000  *
0x1FB68D7000  0x00059000  +
0x1FB6930000  0x00007000  *
0x1FB6937000  0x00061000  +
0x1FB6998000  0x0000F000  *
0x1FB69A7000  0x000D0000  +
0x1FB6A77000  0x00010000  *
0x1FB6A87000  0x00059000  +
0x1FB6AE0000  0x00007000  *
0x1FB6AE7000  0x00061000  +
0x1FB6B48000  0x0000F000  *
0x1FB6B57000  0x00059000  +
0x1FB6BB0000  0x00007000  *
0x1FB6BB7000  0x00061000  +
0x1FB6C18000  0x0000F000  *
0x1FB6C27000  0x00059000  +
0x1FB6C80000  0x00007000  *
0x1FB6C87000  0x00061000  +
0x1FB6CE8000  0x0000F000  *
0x1FB6CF7000  0x00059000  +
0x1FB6D50000  0x00007000  *
0x1FB6D57000  0x000D8000  +
0x1FB6E2F000  0x00008000  *
0x1FB6E37000  0x00061000  +
0x1FB6E98000  0x0000F000  *
0x1FB6EA7000  0x00059000  +
0x1FB6F00000  0x00007000  *
0x1FB6F07000  0x00061000  +
0x1FB6F68000  0x0000F000  *
0x1FB6F77000  0x00059000  +
0x1FB6FD0000  0x00007000  *
0x1FB6FD7000  0x00061000  +
0x1FB7038000  0x0000F000  *
0x1FB7047000  0x00059000  +
0x1FB70A0000  0x00007000  *
0x1FB70A7000  0x00061000  +
0x1FB7108000  0x0000F000  *
0x1FB7117000  0x000D0000  +
0x1FB71E7000  0x00010000  *
0x1FB71F7000  0x00059000  +
0x1FB7250000  0x00007000  *
0x1FB7257000  0x00061000  +
0x1FB72B8000  0x0000F000  *
0x1FB72C7000  0x00059000  +
0x1FB7320000  0x00007000  *
0x1FB7327000  0x00061000  +
0x1FB7388000  0x0000F000  *
0x1FB7397000  0x00059000  +
0x1FB73F0000  0x00007000  *
0x1FB73F7000  0x00061000  +
0x1FB7458000  0x0000F000  *
0x1FB7467000  0x00059000  +
0x1FB74C0000  0x00007000  *
0x1FB74C7000  0x000D8000  +
0x1FB759F000  0x00008000  *
0x1FB75A7000  0x00061000  +
0x1FB7608000  0x0000F000  *
0x1FB7617000  0x00059000  +
0x1FB7670000  0x00007000  *
0x1FB7677000  0x00061000  +
0x1FB76D8000  0x0000F000  *
0x1FB76E7000  0x00059000  +
0x1FB7740000  0x00007000  *
0x1FB7747000  0x00061000  +
0x1FB77A8000  0x0000F000  *
0x1FB77B7000  0x00059000  +
0x1FB7810000  0x00007000  *
0x1FB7817000  0x00061000  +
0x1FB7878000  0x0000F000  *
0x1FB7887000  0x000D0000  +
0x1FB7957000  0x00010000  *
0x1FB7967000  0x00059000  +
0x1FB79C0000  0x00007000  *
0x1FB79C7000  0x00061000  +
0x1FB7A28000  0x0000F000  *
0x1FB7A37000  0x00059000  +
0x1FB7A90000  0x00007000  *
0x1FB7A97000  0x00061000  +
0x1FB7AF8000  0x0000F000  *
0x1FB7B07000  0x00059000  +
0x1FB7B60000  0x00007000  *
0x1FB7B67000  0x00061000  +
0x1FB7BC8000  0x0000F000  *
0x1FB7BD7000  0x00059000  +
0x1FB7C30000  0x00007000  *
0x1FB7C37000  0x000D8000  +
0x1FB7D0F000  0x00008000  *
0x1FB7D17000  0x00061000  +
0x1FB7D78000  0x0000F000  *
0x1FB7D87000  0x00059000  +
0x1FB7DE0000  0x00007000  *
0x1FB7DE7000  0x00061000  +
0x1FB7E48000  0x0000F000  *
0x1FB7E57000  0x00059000  +
0x1FB7EB0000  0x00007000  *
0x1FB7EB7000  0x00061000  +
0x1FB7F18000  0x0000F000  *
0x1FB7F27000  0x00059000  +
0x1FB7F80000  0x00007000  *
0x1FB7F87000  0x00061000  +
0x1FB7FE8000  0x0000F000  *
0x1FB7FF7000  0x000D1000  +
0x1FB80C8000  0x0000F000  *
0x1FB80D7000  0x00059000  +
0x1FB8130000  0x00007000  *
0x1FB8137000  0x00061000  +
0x1FB8198000  0x0000F000  *
0x1FB81A7000  0x00059000  +
0x1FB8200000  0x00007000  *
0x1FB8207000  0x00061000  +
0x1FB8268000  0x0000F000  *
0x1FB8277000  0x00059000  +
0x1FB82D0000  0x00007000  *
0x1FB82D7000  0x00061000  +
0x1FB8338000  0x0000F000  *
0x1FB8347000  0x00059000  +
0x1FB83A0000  0x00007000  *
0x1FB83A7000  0x000D9000  +
0x1FB8480000  0x00007000  *
0x1FB8487000  0x00061000  +
0x1FB84E8000  0x0000F000  *
0x1FB84F7000  0x00059000  +
0x1FB8550000  0x00007000  *
0x1FB8557000  0x00061000  +
0x1FB85B8000  0x0000F000  *
0x1FB85C7000  0x00059000  +
0x1FB8620000  0x00007000  *
0x1FB8627000  0x00061000  +
0x1FB8688000  0x0000F000  *
0x1FB8697000  0x00059000  +
0x1FB86F0000  0x00007000  *
0x1FB86F7000  0x00061000  +
0x1FB8758000  0x0000F000  *
0x1FB8767000  0x000D1000  +
0x1FB8838000  0x0000F000  *
0x1FB8847000  0x00059000  +
0x1FB88A0000  0x00007000  *
0x1FB88A7000  0x00061000  +
0x1FB8908000  0x0000F000  *
0x1FB8917000  0x00059000  +
0x1FB8970000  0x00007000  *
0x1FB8977000  0x00061000  +
0x1FB89D8000  0x0000F000  *
0x1FB89E7000  0x00059000  +
0x1FB8A40000  0x00007000  *
0x1FB8A47000  0x00061000  +
0x1FB8AA8000  0x0000F000  *
0x1FB8AB7000  0x00059000  +
0x1FB8B10000  0x00007000  *
0x1FB8B17000  0x000D9000  +
0x1FB8BF0000  0x00007000  *
0x1FB8BF7000  0x00061000  +
0x1FB8C58000  0x0000F000  *
0x1FB8C67000  0x00059000  +
0x1FB8CC0000  0x00007000  *
0x1FB8CC7000  0x00061000  +
0x1FB8D28000  0x0000F000  *
0x1FB8D37000  0x00059000  +
0x1FB8D90000  0x00007000  *
0x1FB8D97000  0x00061000  +
0x1FB8DF8000  0x0000F000  *
0x1FB8E07000  0x00059000  +
0x1FB8E60000  0x00007000  *
0x1FB8E67000  0x00061000  +
0x1FB8EC8000  0x0000F000  *
0x1FB8ED7000  0x000D1000  +
0x1FB8FA8000  0x0000F000  *
0x1FB8FB7000  0x00059000  +
0x1FB9010000  0x00007000  *
0x1FB9017000  0x00061000  +
0x1FB9078000  0x0000F000  *
0x1FB9087000  0x00059000  +
0x1FB90E0000  0x00007000  *
0x1FB90E7000  0x00061000  +
0x1FB9148000  0x0000F000  *
0x1FB9157000  0x03220000  +
0x1FBC377000  0x00010000  *
0x1FBC387000  0x00059000  +
0x1FBC3E0000  0x00007000  *
0x1FBC3E7000  0x00061000  +
0x1FBC448000  0x0000F000  *
0x1FBC457000  0x000D0000  +
0x1FBC527000  0x00010000  *
0x1FBC537000  0x00058000  +
0x1FBC58F000  0x00008000  *
0x1FBC597000  0x00060000  +
0x1FBC5F7000  0x00010000  *
0x1FBC607000  0x00058000  +
0x1FBC65F000  0x00008000  *
0x1FBC667000  0x00060000  +
0x1FBC6C7000  0x00010000  *
0x1FBC6D7000  0x00058000  +
0x1FBC72F000  0x00008000  *
0x1FBC737000  0x00061000  +
0x1FBC798000  0x0000F000  *
0x1FBC7A7000  0x00059000  +
0x1FBC800000  0x00007000  *
0x1FBC807000  0x000D8000  +
0x1FBC8DF000  0x00008000  *
0x1FBC8E7000  0x00060000  +
0x1FBC947000  0x00010000  *
0x1FBC957000  0x00058000  +
0x1FBC9AF000  0x00008000  *
0x1FBC9B7000  0x00060000  +
0x1FBCA17000  0x00010000  *
0x1FBCA27000  0x00058000  +
0x1FBCA7F000  0x00008000  *
0x1FBCA87000  0x00060000  +
0x1FBCAE7000  0x00010000  *
0x1FBCAF7000  0x00059000  +
0x1FBCB50000  0x00007000  *
0x1FBCB57000  0x00061000  +
0x1FBCBB8000  0x0000F000  *
0x1FBCBC7000  0x000D0000  +
0x1FBCC97000  0x00010000  *
0x1FBCCA7000  0x00058000  +
0x1FBCCFF000  0x00008000  *
0x1FBCD07000  0x00060000  +
0x1FBCD67000  0x00010000  *
0x1FBCD77000  0x00058000  +
0x1FBCDCF000  0x00008000  *
0x1FBCDD7000  0x00060000  +
0x1FBCE37000  0x00010000  *
0x1FBCE47000  0x00058000  +
0x1FBCE9F000  0x00008000  *
0x1FBCEA7000  0x00061000  +
0x1FBCF08000  0x0000F000  *
0x1FBCF17000  0x00059000  +
0x1FBCF70000  0x00007000  *
0x1FBCF77000  0x000D8000  +
0x1FBD04F000  0x00008000  *
0x1FBD057000  0x00060000  +
0x1FBD0B7000  0x00010000  *
0x1FBD0C7000  0x00058000  +
0x1FBD11F000  0x00008000  *
0x1FBD127000  0x00060000  +
0x1FBD187000  0x00010000  *
0x1FBD197000  0x00058000  +
0x1FBD1EF000  0x00008000  *
0x1FBD1F7000  0x00060000  +
0x1FBD257000  0x00010000  *
0x1FBD267000  0x00059000  +
0x1FBD2C0000  0x00007000  *
0x1FBD2C7000  0x00061000  +
0x1FBD328000  0x0000F000  *
0x1FBD337000  0x000D0000  +
0x1FBD407000  0x00010000  *
0x1FBD417000  0x00058000  +
0x1FBD46F000  0x00008000  *
0x1FBD477000  0x00060000  +
0x1FBD4D7000  0x00010000  *
0x1FBD4E7000  0x00058000  +
0x1FBD53F000  0x00008000  *
0x1FBD547000  0x00060000  +
0x1FBD5A7000  0x00010000  *
0x1FBD5B7000  0x00058000  +
0x1FBD60F000  0x00008000  *
0x1FBD617000  0x00061000  +
0x1FBD678000  0x0000F000  *
0x1FBD687000  0x00059000  +
0x1FBD6E0000  0x00007000  *
0x1FBD6E7000  0x000D8000  +
0x1FBD7BF000  0x00008000  *
0x1FBD7C7000  0x00060000  +
0x1FBD827000  0x00010000  *
0x1FBD837000  0x00058000  +
0x1FBD88F000  0x00008000  *
0x1FBD897000  0x00060000  +
0x1FBD8F7000  0x00010000  *
0x1FBD907000  0x00058000  +
0x1FBD95F000  0x00008000  *
0x1FBD967000  0x00060000  +
0x1FBD9C7000  0x00010000  *
0x1FBD9D7000  0x00059000  +
0x1FBDA30000  0x00007000  *
0x1FBDA37000  0x00061000  +
0x1FBDA98000  0x0000F000  *
0x1FBDAA7000  0x000D0000  +
0x1FBDB77000  0x00010000  *
0x1FBDB87000  0x00058000  +
0x1FBDBDF000  0x00008000  *
0x1FBDBE7000  0x00060000  +
0x1FBDC47000  0x00010000  *
0x1FBDC57000  0x00058000  +
0x1FBDCAF000  0x00008000  *
0x1FBDCB7000  0x00060000  +
0x1FBDD17000  0x00010000  *
0x1FBDD27000  0x00058000  +
0x1FBDD7F000  0x00008000  *
0x1FBDD87000  0x00061000  +
0x1FBDDE8000  0x0000F000  *
0x1FBDDF7000  0x00059000  +
0x1FBDE50000  0x00007000  *
0x1FBDE57000  0x000D8000  +
0x1FBDF2F000  0x00008000  *
0x1FBDF37000  0x00060000  +
0x1FBDF97000  0x00010000  *
0x1FBDFA7000  0x00058000  +
0x1FBDFFF000  0x00008000  *
0x1FBE007000  0x00060000  +
0x1FBE067000  0x00010000  *
0x1FBE077000  0x00058000  +
0x1FBE0CF000  0x00008000  *
0x1FBE0D7000  0x00060000  +
0x1FBE137000  0x00010000  *
0x1FBE147000  0x00059000  +
0x1FBE1A0000  0x00007000  *
0x1FBE1A7000  0x00061000  +
0x1FBE208000  0x0000F000  *
0x1FBE217000  0x000D0000  +
0x1FBE2E7000  0x00010000  *
0x1FBE2F7000  0x00058000  +
0x1FBE34F000  0x00008000  *
0x1FBE357000  0x049B0000  +
0x1FC2D07000  0x00010000  *
0x1FC2D17000  0x00058000  +
0x1FC2D6F000  0x00008000  *
0x1FC2D77000  0x00061000  +
0x1FC2DD8000  0x0000F000  *
0x1FC2DE7000  0x00059000  +
0x1FC2E40000  0x00007000  *
0x1FC2E47000  0x000D8000  +
0x1FC2F1F000  0x00008000  *
0x1FC2F27000  0x00060000  +
0x1FC2F87000  0x00010000  *
0x1FC2F97000  0x00058000  +
0x1FC2FEF000  0x00008000  *
0x1FC2FF7000  0x00060000  +
0x1FC3057000  0x00010000  *
0x1FC3067000  0x00058000  +
0x1FC30BF000  0x00008000  *
0x1FC30C7000  0x00060000  +
0x1FC3127000  0x00010000  *
0x1FC3137000  0x00059000  +
0x1FC3190000  0x00007000  *
0x1FC3197000  0x00061000  +
0x1FC31F8000  0x0000F000  *
0x1FC3207000  0x000D0000  +
0x1FC32D7000  0x00010000  *
0x1FC32E7000  0x00058000  +
0x1FC333F000  0x00008000  *
0x1FC3347000  0x00060000  +
0x1FC33A7000  0x00010000  *
0x1FC33B7000  0x00058000  +
0x1FC340F000  0x00008000  *
0x1FC3417000  0x00060000  +
0x1FC3477000  0x00010000  *
0x1FC3487000  0x00058000  +
0x1FC34DF000  0x00008000  *
0x1FC34E7000  0x0D19F000  +
0x1FD0686000  0x00001000  *
0x1FD0687000  0x00067000  +
0x1FD06EE000  0x00009000  *
0x1FD06F7000  0x0005F000  +
0x1FD0756000  0x00001000  *
0x1FD0757000  0x000DE000  +
0x1FD0835000  0x00002000  *
0x1FD0837000  0x00067000  +
0x1FD089E000  0x00009000  *
0x1FD08A7000  0x0005F000  +
0x1FD0906000  0x00001000  *
0x1FD0907000  0x00067000  +
0x1FD096E000  0x00009000  *
0x1FD0977000  0x0005F000  +
0x1FD09D6000  0x00001000  *
0x1FD09D7000  0x00067000  +
0x1FD0A3E000  0x00009000  *
0x1FD0A47000  0x000C7000  +
0x1FD0B0E000  0x00009000  *
0x1FD0B17000  0x000D6000  +
0x1FD0BED000  0x0000A000  *
0x1FD0BF7000  0x604485000  +
0x25D507C000  0x00009800  *
0x25D5085800  0x000BB800  +
0x25D5141000  0x00004800  *
0x25D5145800  0x00057800  +
0x25D519D000  0x00008800  *
0x25D51A5800  0x00053800  +
0x25D51F9000  0x0000C800  *
0x25D5205800  0x0004F800  +
0x25D5255000  0x00000800  *
0x25D5255800  0x00000800  -
0x25D5256000  0x00010000  *
0x25D5266000  0x0004A000  +
0x25D52B0000  0x00006000  *
0x25D52B6000  0x00056000  +
0x25D530C000  0x0000A000  *
0x25D5316000  0x00052000  +
0x25D5368000  0x0000E000  *
0x25D5376000  0x0004E000  +
0x25D53C4000  0x00002000  *
0x25D53C6000  0x000C3000  +
0x25D5489000  0x0000D000  *
0x25D5496000  0x0004F000  +
0x25D54E5000  0x00001000  *
0x25D54E6000  0x00003000  +
0x25D54E9000  0x00000800  -
0x25D54E9800  0x0000D000  *
0x25D54F6800  0x0004A800  +
0x25D5541000  0x00005800  *
0x25D5546800  0x00056800  +
0x25D559D000  0x00009800  *
0x25D55A6800  0x00051800  +
0x25D55F8000  0x0000E800  *
0x25D5606800  0x0004D800  +
0x25D5654000  0x00002800  *
0x25D5656800  0x00059800  +
0x25D56B0000  0x00006800  *
0x25D56B6800  0x00055800  +
0x25D570C000  0x0000A800  *
0x25D5716800  0x000BA800  +
0x25D57D1000  0x00005800  *
0x25D57D6800  0x00056800  +
0x25D582D000  0x00009800  *
0x25D5836800  0x00052800  +
0x25D5889000  0x0000D800  *
0x25D5896800  0x0004D800  +
0x25D58E4000  0x00002800  *
0x25D58E6800  0x00000800  -
0x25D58E7000  0x00010000  *
0x25D58F7000  0x00049000  +
0x25D5940000  0x00007000  *
0x25D5947000  0x00055000  +
0x25D599C000  0x0000B000  *
0x25D59A7000  0x00051000  +
0x25D59F8000  0x0000F000  *
0x25D5A07000  0x0004D000  +
0x25D5A54000  0x00003000  *
0x25D5A57000  0x000C2000  +
0x25D5B19000  0x0000E000  *
0x25D5B27000  0x0004D000  +
0x25D5B74000  0x00003000  *
0x25D5B77000  0x00002000  +
0x25D5B79000  0x00000800  -
0x25D5B79800  0x0000E000  *
0x25D5B87800  0x00048800  +
0x25D5BD0000  0x00007800  *
0x25D5BD7800  0x00054800  +
0x25D5C2C000  0x0000B800  *
0x25D5C37800  0x00050800  +
0x25D5C88000  0x0000F800  *
0x25D5C97800  0x0004A800  +
0x25D5CE2000  0x00005800  *
0x25D5CE7800  0x00056800  +
0x25D5D3E000  0x00009800  *
0x25D5D47800  0x00054800  +
0x25D5D9C000  0x0000B800  *
0x25D5DA7800  0x000B8800  +
0x25D5E60000  0x00007800  *
0x25D5E67800  0x00054800  +
0x25D5EBC000  0x0000B800  *
0x25D5EC7800  0x00050800  +
0x25D5F18000  0x0000F800  *
0x25D5F27800  0x0004C800  +
0x25D5F74000  0x00003800  *
0x25D5F77800  0x00000800  -
0x25D5F78000  0x00010000  *
0x25D5F88000  0x00048000  +
0x25D5FD0000  0x00008000  *
0x25D5FD8000  0x00054000  +
0x25D602C000  0x0000C000  *
0x25D6038000  0x00050000  +
0x25D6088000  0x00010000  *
0x25D6098000  0x0004C000  +
0x25D60E4000  0x00004000  *
0x25D60E8000  0x00064000  +
0x25D614C000  0x0000C000  *
0x25D6158000  0x00050000  +
0x25D61A8000  0x00010000  *
0x25D61B8000  0x0004C000  +
0x25D6204000  0x00004000  *
0x25D6208000  0x00058000  +
0x25D6260000  0x00008000  *
0x25D6268000  0x00054000  +
0x25D62BC000  0x0000C000  *
0x25D62C8000  0x06C91000  +
0x25DCF59000  0x0000F000  *
0x25DCF68000  0x0004D000  +
0x25DCFB5000  0x00003000  *
0x25DCFB8000  0x00058000  +
0x25DD010000  0x00008000  *
0x25DD018000  0x000BD000  +
0x25DD0D5000  0x00003000  *
0x25DD0D8000  0x00059000  +
0x25DD131000  0x00007000  *
0x25DD138000  0x00055000  +
0x25DD18D000  0x0000B000  *
0x25DD198000  0x00051000  +
0x25DD1E9000  0x0000F000  *
0x25DD1F8000  0x0004C000  +
0x25DD244000  0x00004000  *
0x25DD248000  0x00058000  +
0x25DD2A0000  0x00008000  *
0x25DD2A8000  0x00054000  +
0x25DD2FC000  0x0000C000  *
0x25DD308000  0x00050000  +
0x25DD358000  0x00010000  *
0x25DD368000  0x000B5000  +
0x25DD41D000  0x0000B000  *
0x25DD428000  0x00051000  +
0x25DD479000  0x0000F000  *
0x25DD488000  0x0004D000  +
0x25DD4D5000  0x00003000  *
0x25DD4D8000  0x00059000  +
0x25DD531000  0x00007000  *
0x25DD538000  0x00054000  +
0x25DD58C000  0x0000C000  *
0x25DD598000  0x00050000  +
0x25DD5E8000  0x00010000  *
0x25DD5F8000  0x0004C000  +
0x25DD644000  0x00004000  *
0x25DD648000  0x00057000  +
0x25DD69F000  0x00009000  *
0x25DD6A8000  0x000BD000  +
0x25DD765000  0x00003000  *
0x25DD768000  0x00058000  +
0x25DD7C0000  0x00008000  *
0x25DD7C8000  0x00000800  -
0x25DD7C8800  0x00010000  *
0x25DD7D8800  0x00043800  +
0x25DD81C000  0x0000C800  *
0x25DD828800  0x0004F800  +
0x25DD878000  0x00000800  *
0x25DD878800  0x00000800  -
