# Rescue Logfile. Created by GNU ddrescue version 1.14
# Command line: ddrescue --direct -i 6291519b -s 8b --try-again --retrim /dev/sda ./rescue.img ./rescue.log
# current_pos  current_status
0xC0008A00     +
#      pos        size  status
0x3B8578000  0x00000200  +
0x3B8578200  0x00000200  -
0x3B8578400  0x00000200  +
0x3B8578600  0x00000C00  -
0x3B8579200  0x00000600  +
0x3B8579800  0x0000D200  -
0x3B8586A00  0x00000400  +
0x3B8586E00  0x00000200  -
0x3B8587000  0x02B39000  +
0x3BB0C0000  0x00000400  -
0x3BB0C0400  0x00000A00  +
0x3BB0C0E00  0x00001800  -
0x3BB0C2600  0x00000200  +
0x3BB0C2800  0x00001200  -
0x3BB0C3A00  0x00000200  +
0x3BB0C3C00  0x00000600  -
0x3BB0C4200  0x00000200  +
0x3BB0C4400  0x00000600  -
0x3BB0C4A00  0x00000200  +
0x3BB0C4C00  0x0000C000  -
0x3BB0D0C00  0x00000200  +
0x3BB0D0E00  0x00000200  -
0x3BB0D1000  0x15DCB000  +
0x3D0E9C000  0x00000400  -
0x3D0E9C400  0x00000A00  +
0x3D0E9CE00  0x00023A00  -
0x3D0EC0800  0x00000200  +
0x3D0EC0A00  0x00001000  -
0x3D0EC1A00  0x00000200  +
0x3D0EC1C00  0x00000400  -
0x3D0EC2000  0x00000800  +
0x3D0EC2800  0x00000200  -
0x3D0EC2A00  0x00000400  +
0x3D0EC2E00  0x00000600  -
0x3D0EC3400  0x00000200  +
0x3D0EC3600  0x00000A00  -
0x3D0EC4000  0x00000400  +
0x3D0EC4400  0x00000400  -
0x3D0EC4800  0x00000200  +
0x3D0EC4A00  0x00000400  -
0x3D0EC4E00  0x00001A00  +
0x3D0EC6800  0x00000800  -
0x3D0EC7000  0x00000400  +
0x3D0EC7400  0x00000400  -
0x3D0EC7800  0x00000800  +
0x3D0EC8000  0x00000400  -
0x3D0EC8400  0x00000600  +
0x3D0EC8A00  0x00000200  -
0x3D0EC8C00  0x00000A00  +
0x3D0EC9600  0x00000600  -
0x3D0EC9C00  0x00000400  +
0x3D0ECA000  0x00000200  -
0x3D0ECA200  0x00001400  +
0x3D0ECB600  0x00000200  -
0x3D0ECB800  0x00000600  +
0x3D0ECBE00  0x00000200  -
0x3D0ECC000  0x017E6000  +
0x3D26B2000  0x00000400  -
0x3D26B2400  0x00000A00  +
0x3D26B2E00  0x00000600  -
0x3D26B3400  0x00006A00  +
0x3D26B9E00  0x00000200  -
0x3D26BA000  0x00000600  +
0x3D26BA600  0x00000400  -
0x3D26BAA00  0x00000200  +
0x3D26BAC00  0x00000200  -
0x3D26BAE00  0x00000800  +
0x3D26BB600  0x00000200  -
0x3D26BB800  0x00000200  +
0x3D26BBA00  0x00000400  -
0x3D26BBE00  0x00000800  +
0x3D26BC600  0x00000200  -
0x3D26BC800  0x00002600  +
0x3D26BEE00  0x00000A00  -
0x3D26BF800  0x00000600  +
0x3D26BFE00  0x00000600  -
0x3D26C0400  0x00000600  +
0x3D26C0A00  0x00000200  -
0x3D26C0C00  0x00000400  +
0x3D26C1000  0x00000200  -
0x3D26C1200  0x00001000  +
0x3D26C2200  0x00000400  -
0x3D26C2600  0x00001800  +
0x3D26C3E00  0x00005200  -
0x3D26C9000  0x00000400  +
0x3D26C9400  0x00004C00  -
0x3D26CE000  0x099C4000  +
0x3DC092000  0x00000400  -
0x3DC092400  0x00000A00  +
0x3DC092E00  0x00010200  -
0x3DC0A3000  0x0173E000  +
0x3DD7E1000  0x00000400  -
0x3DD7E1400  0x00000A00  +
0x3DD7E1E00  0x00002E00  -
0x3DD7E4C00  0x00000200  +
0x3DD7E4E00  0x00001C00  -
0x3DD7E6A00  0x00000400  +
0x3DD7E6E00  0x00000600  -
0x3DD7E7400  0x00000400  +
0x3DD7E7800  0x00000600  -
0x3DD7E7E00  0x00000200  +
0x3DD7E8000  0x00000400  -
0x3DD7E8400  0x00000200  +
0x3DD7E8600  0x00000400  -
0x3DD7E8A00  0x00000600  +
0x3DD7E9000  0x00000800  -
0x3DD7E9800  0x00000600  +
0x3DD7E9E00  0x00000600  -
0x3DD7EA400  0x00000600  +
0x3DD7EAA00  0x00000200  -
0x3DD7EAC00  0x00000200  +
0x3DD7EAE00  0x00000400  -
0x3DD7EB200  0x00000C00  +
0x3DD7EBE00  0x00000600  -
0x3DD7EC400  0x00000800  +
0x3DD7ECC00  0x00000200  -
0x3DD7ECE00  0x00000200  +
0x3DD7ED000  0x00000200  -
0x3DD7ED200  0x00000400  +
0x3DD7ED600  0x00000200  -
0x3DD7ED800  0x00000200  +
0x3DD7EDA00  0x00000800  -
0x3DD7EE200  0x00000200  +
0x3DD7EE400  0x00000600  -
0x3DD7EEA00  0x00000200  +
0x3DD7EEC00  0x00000200  -
0x3DD7EEE00  0x00000200  +
0x3DD7EF000  0x00000200  -
0x3DD7EF200  0x00000400  +
0x3DD7EF600  0x00000800  -
0x3DD7EFE00  0x00000200  +
0x3DD7F0000  0x00000200  -
0x3DD7F0200  0x00000600  +
0x3DD7F0800  0x00000400  -
0x3DD7F0C00  0x00000600  +
0x3DD7F1200  0x00000400  -
0x3DD7F1600  0x00000800  +
0x3DD7F1E00  0x00008C00  -
0x3DD7FAA00  0x00000200  +
0x3DD7FAC00  0x00001600  -
0x3DD7FC200  0x00000200  +
0x3DD7FC400  0x00001A00  -
0x3DD7FDE00  0x00000200  +
0x3DD7FE000  0x00000400  -
0x3DD7FE400  0x00000600  +
0x3DD7FEA00  0x00000200  -
0x3DD7FEC00  0x00000200  +
0x3DD7FEE00  0x00003200  -
0x3DD802000  0x01B8F000  +
0x3DF391000  0x00000400  -
0x3DF391400  0x00000A00  +
0x3DF391E00  0x0000BA00  -
0x3DF39D800  0x00000200  +
0x3DF39DA00  0x00002C00  -
0x3DF3A0600  0x00000200  +
0x3DF3A0800  0x00000200  -
0x3DF3A0A00  0x00000400  +
0x3DF3A0E00  0x00000200  -
0x3DF3A1000  0x00000200  +
0x3DF3A1200  0x00000400  -
0x3DF3A1600  0x00000200  +
0x3DF3A1800  0x00000400  -
0x3DF3A1C00  0x00000200  +
0x3DF3A1E00  0x00000200  -
0x3DF3A2000  0x0029E000  +
0x3DF640000  0x00000400  -
0x3DF640400  0x00000A00  +
0x3DF640E00  0x00000400  -
0x3DF641200  0x00000800  +
0x3DF641A00  0x00000600  -
0x3DF642000  0x00000400  +
0x3DF642400  0x00000200  -
0x3DF642600  0x00000400  +
0x3DF642A00  0x00000A00  -
0x3DF643400  0x00000200  +
0x3DF643600  0x00000200  -
0x3DF643800  0x00002800  +
0x3DF646000  0x00000200  -
0x3DF646200  0x00000200  +
0x3DF646400  0x00000200  -
0x3DF646600  0x00000200  +
0x3DF646800  0x00001200  -
0x3DF647A00  0x00000200  +
0x3DF647C00  0x00000600  -
0x3DF648200  0x00000200  +
0x3DF648400  0x00000200  -
0x3DF648600  0x00000200  +
0x3DF648800  0x00000200  -
0x3DF648A00  0x00000200  +
0x3DF648C00  0x00000200  -
0x3DF648E00  0x00000200  +
0x3DF649000  0x00008000  -
0x3DF651000  0x005FDE00  +
0x3DFC4EE00  0x00006800  -
0x3DFC55600  0x00000200  +
0x3DFC55800  0x00003800  -
0x3DFC59000  0x0F726000  +
0x3EF37F000  0x00000400  -
0x3EF37F400  0x00000A00  +
0x3EF37FE00  0x00001200  -
0x3EF381000  0x0BFA1000  +
0x3FB322000  0x00000200  -
0x3FB322200  0x00000C00  +
0x3FB322E00  0x00000200  -
0x3FB323000  0x003EE000  +
0x3FB711000  0x00000400  -
0x3FB711400  0x00000A00  +
0x3FB711E00  0x00000E00  -
0x3FB712C00  0x00000200  +
0x3FB712E00  0x00000200  -
0x3FB713000  0x0022A000  +
0x3FB93D000  0x00000400  -
0x3FB93D400  0x00000A00  +
0x3FB93DE00  0x00000C00  -
0x3FB93EA00  0x00000400  +
0x3FB93EE00  0x00000200  -
0x3FB93F000  0x05B2E000  +
0x40146D000  0x00000400  -
0x40146D400  0x00000A00  +
0x40146DE00  0x00001000  -
0x40146EE00  0x00000200  +
0x40146F000  0x00000800  -
0x40146F800  0x00000200  +
0x40146FA00  0x00000200  -
0x40146FC00  0x00000400  +
0x401470000  0x00000200  -
0x401470200  0x00000200  +
0x401470400  0x00000200  -
0x401470600  0x00001600  +
0x401471C00  0x00000200  -
0x401471E00  0x00004600  +
0x401476400  0x00000200  -
0x401476600  0x00003C00  +
0x40147A200  0x00000200  -
0x40147A400  0x00000A00  +
0x40147AE00  0x00000200  -
0x40147B000  0x0D0E7200  +
0x40E562200  0x00000200  -
0x40E562400  0x00000A00  +
0x40E562E00  0x00000200  -
0x40E563000  0x00000200  +
0x40E563200  0x00000600  -
0x40E563800  0x00000600  +
0x40E563E00  0x00000200  -
0x40E564000  0x1783A0E00  +
0x586904E00  0x00000600  -
0x586905400  0x00000A00  +
0x586905E00  0x00000200  -
0x586906000  0x0086BE00  +
0x587171E00  0x00000E00  -
0x587172C00  0x00000200  +
0x587172E00  0x00000200  -
0x587173000  0x01A70000  +
0x588BE3000  0x00000400  -
0x588BE3400  0x00000A00  +
0x588BE3E00  0x00000800  -
0x588BE4600  0x00001800  +
0x588BE5E00  0x00000200  -
0x588BE6000  0x1E97D200  +
0x5A7563200  0x00000200  -
0x5A7563400  0x00000A00  +
0x5A7563E00  0x00000200  -
0x5A7564000  0x00005E00  +
0x5A7569E00  0x00004400  -
0x5A756E200  0x00004800  +
0x5A7572A00  0x00000200  -
0x5A7572C00  0x00000600  +
0x5A7573200  0x00000600  -
0x5A7573800  0x00000800  +
0x5A7574000  0x00000200  -
0x5A7574200  0x00000200  +
0x5A7574400  0x00000200  -
0x5A7574600  0x00002A00  +
0x5A7577000  0x00000200  -
0x5A7577200  0x00004C00  +
0x5A757BE00  0x00000400  -
0x5A757C200  0x00005C00  +
0x5A7581E00  0x00002200  -
0x5A7584000  0x00005000  +
0x5A7589000  0x00000200  -
0x5A7589200  0x00001C00  +
0x5A758AE00  0x00009000  -
0x5A7593E00  0x00000200  +
0x5A7594000  0x00000200  -
0x5A7594200  0x00000200  +
0x5A7594400  0x00000400  -
0x5A7594800  0x00002600  +
0x5A7596E00  0x00000400  -
0x5A7597200  0x00000E00  +
0x5A7598000  0x00000400  -
0x5A7598400  0x00000400  +
0x5A7598800  0x00000600  -
0x5A7598E00  0x0000E000  +
0x5A75A6E00  0x00002200  -
0x5A75A9000  0x009C6000  +
0x5A7F6F000  0x00000400  -
0x5A7F6F400  0x00000A00  +
0x5A7F6FE00  0x00000E00  -
0x5A7F70C00  0x00001200  +
0x5A7F71E00  0x00000200  -
0x5A7F72000  0x00000400  +
0x5A7F72400  0x00000400  -
0x5A7F72800  0x00000400  +
0x5A7F72C00  0x00000200  -
0x5A7F72E00  0x00000600  +
0x5A7F73400  0x00000200  -
0x5A7F73600  0x00000200  +
0x5A7F73800  0x00000400  -
0x5A7F73C00  0x00000200  +
0x5A7F73E00  0x00000200  -
0x5A7F74000  0x00000600  +
0x5A7F74600  0x00000200  -
0x5A7F74800  0x00000C00  +
0x5A7F75400  0x00000200  -
0x5A7F75600  0x00000400  +
0x5A7F75A00  0x00000200  -
0x5A7F75C00  0x00000200  +
0x5A7F75E00  0x00000200  -
0x5A7F76000  0x00000600  +
0x5A7F76600  0x00001400  -
0x5A7F77A00  0x00000200  +
0x5A7F77C00  0x00000400  -
0x5A7F78000  0x00017000  +
0x5A7F8F000  0x00000200  -
0x5A7F8F200  0x00000C00  +
0x5A7F8FE00  0x00008200  -
0x5A7F98000  0x12771000  +
0x5BA709000  0x00000400  -
0x5BA709400  0x00000A00  +
0x5BA709E00  0x00000400  -
0x5BA70A200  0x00000C00  +
0x5BA70AE00  0x00000A00  -
0x5BA70B800  0x00000200  +
0x5BA70BA00  0x00000800  -
0x5BA70C200  0x00000600  +
0x5BA70C800  0x00002C00  -
0x5BA70F400  0x00000A00  +
0x5BA70FE00  0x00000200  -
0x5BA710000  0xB691A000  +
0x67102A000  0x00000400  -
0x67102A400  0x00000A00  +
0x67102AE00  0x0000F200  -
0x67103A000  0x00000200  +
0x67103A200  0x00000800  -
0x67103AA00  0x00000200  +
0x67103AC00  0x00001400  -
0x67103C000  0x00000200  +
0x67103C200  0x00002400  -
0x67103E600  0x00000200  +
0x67103E800  0x00000E00  -
0x67103F600  0x00000200  +
0x67103F800  0x00003E00  -
0x671043600  0x00000200  +
0x671043800  0x00000800  -
0x671044000  0x00000200  +
0x671044200  0x0000F200  -
0x671053400  0x00000200  +
0x671053600  0x00002200  -
0x671055800  0x00000200  +
0x671055A00  0x00000E00  -
0x671056800  0x00000800  +
0x671057000  0x00001400  -
0x671058400  0x00000200  +
0x671058600  0x00000200  -
0x671058800  0x00000200  +
0x671058A00  0x00000400  -
0x671058E00  0x00000200  +
0x671059000  0x00000C00  -
0x671059C00  0x00000200  +
0x671059E00  0x00000400  -
0x67105A200  0x00000200  +
0x67105A400  0x00000600  -
0x67105AA00  0x00000200  +
0x67105AC00  0x00000800  -
0x67105B400  0x00000200  +
0x67105B600  0x00000200  -
0x67105B800  0x00004600  +
0x67105FE00  0x00000200  -
0x671060000  0x0006AE00  +
0x6710CAE00  0x00010200  -
0x6710DB000  0x00000A00  +
0x6710DBA00  0x00000600  -
0x6710DC000  0x00001200  +
0x6710DD200  0x00000400  -
0x6710DD600  0x0001FE00  +
0x6710FD400  0x00000400  -
0x6710FD800  0x00010800  +
0x67110E000  0x0000D000  -
0x67111B000  0x0018D000  +
0x6712A8000  0x00003000  -
0x6712AB000  0x02DCE000  +
0x674079000  0x00003000  -
0x67407C000  0x04ACF000  +
0x678B4B000  0x00001000  -
0x678B4C000  0x00000C00  +
0x678B4CC00  0x00000400  -
0x678B4D000  0x02722000  +
0x67B26F000  0x00003000  -
0x67B272000  0x00002000  +
0x67B274000  0x00001000  -
0x67B275000  0x00000400  +
0x67B275400  0x00000C00  -
0x67B276000  0x2CDA2E00  +
0x6A8018E00  0x00000200  -
0x6A8019000  0x0BBA0000  +
0x6B3BB9000  0x00003000  -
0x6B3BBC000  0x00003000  +
0x6B3BBF000  0x00004000  -
0x6B3BC3000  0x00001000  +
0x6B3BC4000  0x00004000  -
0x6B3BC8000  0x182669000  +
0x836231000  0x00002000  -
0x836233000  0x00000800  +
0x836233800  0x00000800  -
0x836234000  0x0000CE00  +
0x836240E00  0x00000200  -
0x836241000  0x405AE000  +
0x8767EF000  0x00002000  -
0x8767F1000  0x0000DE00  +
0x8767FEE00  0x00000400  -
0x8767FF200  0x00003C00  +
0x876802E00  0x00000200  -
0x876803000  0x00000C00  +
0x876803C00  0x00000400  -
0x876804000  0x00005000  +
0x876809000  0x00001000  -
0x87680A000  0x00000600  +
0x87680A600  0x00000A00  -
0x87680B000  0x00002E00  +
0x87680DE00  0x00000200  -
0x87680E000  0x0005BE00  +
0x876869E00  0x00000400  -
0x87686A200  0x0000FE00  +
0x87687A000  0x00000400  -
0x87687A400  0x0000CA00  +
0x876886E00  0x00000200  -
0x876887000  0x00062E00  +
0x8768E9E00  0x00000200  -
0x8768EA000  0xA3862000  +
0x91A14C000  0x00002000  -
0x91A14E000  0x378D2000  +
0x951A20000  0x00002000  -
0x951A22000  0x00004000  +
0x951A26000  0x00002000  -
0x951A28000  0x00007000  +
0x951A2F000  0x00002000  -
0x951A31000  0x00002000  +
0x951A33000  0x00005000  -
0x951A38000  0x00009E00  +
0x951A41E00  0x00000200  -
0x951A42000  0x00003000  +
0x951A45000  0x00004000  -
0x951A49000  0x00003000  +
0x951A4C000  0x00003000  -
0x951A4F000  0x00009000  +
0x951A58000  0x00002000  -
0x951A5A000  0x00009000  +
0x951A63000  0x00001000  -
0x951A64000  0x00009000  +
0x951A6D000  0x00002000  -
0x951A6F000  0x00007000  +
0x951A76000  0x00002000  -
0x951A78000  0x00019000  +
0x951A91000  0x00002000  -
0x951A93000  0x00007000  +
0x951A9A000  0x00003000  -
0x951A9D000  0x00002000  +
0x951A9F000  0x00002000  -
0x951AA1000  0x00043000  +
0x951AE4000  0x00003000  -
0x951AE7000  0x00007000  +
0x951AEE000  0x00002000  -
0x951AF0000  0x00007000  +
0x951AF7000  0x00002000  -
0x951AF9000  0x00035000  +
0x951B2E000  0x00002000  -
0x951B30000  0x00003000  +
0x951B33000  0x00002000  -
0x951B35000  0x00004000  +
0x951B39000  0x00002000  -
0x951B3B000  0x00008000  +
0x951B43000  0x00002000  -
0x951B45000  0x00010000  +
0x951B55000  0x00002000  -
0x951B57000  0x00091800  +
0x951BE8800  0x00000800  -
0x951BE9000  0x00008000  +
0x951BF1000  0x00002000  -
0x951BF3000  0x95239F000  +
