# Rescue Logfile. Created by GNU ddrescue version 1.17
# Command line: ddrescue -d /dev/sdb /home/rescue/image.img /home/rescue/rescuelog.log
# current_pos  current_status
0x649127000     ?
#      pos        size  status
0x2B3D9BE00  0x0002E000  +
0x2B3DC9E00  0x00000800  -
0x2B3DCA600  0x00012000  *
0x2B3DDC600  0x0009A800  +
0x2B3E76E00  0x00005000  *
0x2B3E7BE00  0x000E3000  +
0x2B3F5EE00  0x0000D000  *
0x2B3F6BE00  0x00054000  +
0x2B3FBFE00  0x0000C000  *
0x2B3FCBE00  0x0007A000  +
0x2B4045E00  0x00006000  *
0x2B404BE00  0x0005B000  +
0x2B40A6E00  0x00005000  *
0x2B40ABE00  0x00006000  +
0x2B40B1E00  0x00000800  -
0x2B40B2600  0x0003A000  *
0x2B40EC600  0x00041800  +
0x2B412DE00  0x0000E000  *
0x2B413BE00  0x00053000  +
0x2B418EE00  0x0000D000  *
0x2B419BE00  0x0007A000  +
0x2B4215E00  0x00006000  *
0x2B421BE00  0x0005B000  +
0x2B4276E00  0x00005000  *
0x2B427BE00  0x00006000  +
0x2B4281E00  0x00000800  -
0x2B4282600  0x0003A000  *
0x2B42BC600  0x00041800  +
0x2B42FDE00  0x0000E000  *
0x2B430BE00  0x00053000  +
0x2B435EE00  0x0000D000  *
0x2B436BE00  0x000DB000  +
0x2B4446E00  0x00005000  *
0x2B444BE00  0x00006000  +
0x2B4451E00  0x00000800  -
0x2B4452600  0x0003A000  *
0x2B448C600  0x00067800  +
0x2B44F3E00  0x00008000  *
0x2B44FBE00  0x00033000  +
0x2B452EE00  0x00000800  -
0x2B452F600  0x0000D000  *
0x2B453C600  0x0009F800  +
0x2B45DBE00  0x00010000  *
0x2B45EBE00  0x000D8000  +
0x2B46C3E00  0x00008000  *
0x2B46CBE00  0x00059000  +
0x2B4724E00  0x00007000  *
0x2B472BE00  0x00004000  +
0x2B472FE00  0x00000800  -
0x2B4730600  0x0003C000  *
0x2B476C600  0x0003F800  +
0x2B47ABE00  0x00000800  -
0x2B47AC600  0x00000800  *
0x2B47ACE00  0x00060000  +
0x2B480CE00  0x0000F000  *
0x2B481BE00  0x00078000  +
0x2B4893E00  0x00008000  *
0x2B489BE00  0x00059000  +
0x2B48F4E00  0x00007000  *
0x2B48FBE00  0x00004000  +
0x2B48FFE00  0x00000800  -
0x2B4900600  0x0003C000  *
0x2B493C600  0x0003E800  +
0x2B497AE00  0x00000800  -
0x2B497B600  0x00001800  *
0x2B497CE00  0x0005F000  +
0x2B49DBE00  0x00010000  *
0x2B49EBE00  0x00077000  +
0x2B4A62E00  0x00009000  *
0x2B4A6BE00  0x00058000  +
0x2B4AC3E00  0x00008000  *
0x2B4ACBE00  0x00003000  +
0x2B4ACEE00  0x00000800  -
0x2B4ACF600  0x0003D000  *
0x2B4B0C600  0x000A0800  +
0x2B4BACE00  0x0000F000  *
0x2B4BBBE00  0x0009E000  +
0x2B4C59E00  0x00002000  *
0x2B4C5BE00  0x00038000  +
0x2B4C93E00  0x00000800  -
0x2B4C94600  0x00008000  *
0x2B4C9C600  0x00002800  +
0x2B4C9EE00  0x00000800  -
0x2B4C9F600  0x0003D800  *
0x2B4CDCE00  0x00064000  +
0x2B4D40E00  0x0000B000  *
0x2B4D4BE00  0x000DD000  +
0x2B4E28E00  0x00003000  *
0x2B4E2BE00  0x0005E000  +
0x2B4E89E00  0x00002000  *
0x2B4E8BE00  0x00009000  +
0x2B4E94E00  0x00000800  -
0x2B4E95600  0x00037000  *
0x2B4ECC600  0x00044800  +
0x2B4F10E00  0x0000B000  *
0x2B4F1BE00  0x00056000  +
0x2B4F71E00  0x0000A000  *
0x2B4F7BE00  0x00001000  +
0x2B4F7CE00  0x00000800  -
0x2B4F7D600  0x0003F000  *
0x2B4FBC600  0x0003C800  +
0x2B4FF8E00  0x00000800  -
0x2B4FF9600  0x00003800  *
0x2B4FFCE00  0x0005D000  +
0x2B5059E00  0x00002000  *
0x2B505BE00  0x00085000  +
0x2B50E0E00  0x0000B000  *
0x2B50EBE00  0x00056000  +
0x2B5141E00  0x0000A000  *
0x2B514BE00  0x00001000  +
0x2B514CE00  0x00000800  -
0x2B514D600  0x0003F000  *
0x2B518C600  0x0003B800  +
0x2B51C7E00  0x00000800  -
0x2B51C8600  0x00004800  *
0x2B51CCE00  0x0005C000  +
0x2B5228E00  0x00003000  *
0x2B522BE00  0x000E6000  +
0x2B5311E00  0x0000A000  *
0x2B531BE00  0x000A3000  +
0x2B53BEE00  0x0000D000  *
0x2B53CBE00  0x0002E000  +
0x2B53F9E00  0x00000800  -
0x2B53FA600  0x00012000  *
0x2B540C600  0x0009A800  +
0x2B54A6E00  0x00005000  *
0x2B54ABE00  0x00040000  +
0x2B54EBE00  0x00010000  *
0x2B54FBE00  0x00092000  +
0x2B558DE00  0x0000E000  *
0x2B559BE00  0x00053000  +
0x2B55EEE00  0x0000D000  *
0x2B55FBE00  0x0007A000  +
0x2B5675E00  0x00006000  *
0x2B567BE00  0x0005B000  +
0x2B56D6E00  0x00005000  *
0x2B56DBE00  0x00082000  +
0x2B575DE00  0x0000E000  *
0x2B576BE00  0x00053000  +
0x2B57BEE00  0x0000D000  *
0x2B57CBE00  0x0007A000  +
0x2B5845E00  0x00006000  *
0x2B584BE00  0x0005B000  +
0x2B58A6E00  0x00005000  *
0x2B58ABE00  0x00082000  +
0x2B592DE00  0x0000E000  *
0x2B593BE00  0x00053000  +
0x2B598EE00  0x0000D000  *
0x2B599BE00  0x000DB000  +
0x2B5A76E00  0x00005000  *
0x2B5A7BE00  0x000A8000  +
0x2B5B23E00  0x00008000  *
0x2B5B2BE00  0x00033000  +
0x2B5B5EE00  0x00000800  -
0x2B5B5F600  0x0000D000  *
0x2B5B6C600  0x0009F800  +
0x2B5C0BE00  0x00010000  *
0x2B5C1BE00  0x000D8000  +
0x2B5CF3E00  0x00008000  *
0x2B5CFBE00  0x00059000  +
0x2B5D54E00  0x00007000  *
0x2B5D5BE00  0x00080000  +
0x2B5DDBE00  0x00010000  *
0x2B5DEBE00  0x00051000  +
0x2B5E3CE00  0x0000F000  *
0x2B5E4BE00  0x00077000  +
0x2B5EC2E00  0x00009000  *
0x2B5ECBE00  0x00058000  +
0x2B5F23E00  0x00008000  *
0x2B5F2BE00  0x00003000  +
0x2B5F2EE00  0x00000800  -
0x2B5F2F600  0x0003D000  *
0x2B5F6C600  0x0003E800  +
0x2B5FAAE00  0x00000800  -
0x2B5FAB600  0x00001800  *
0x2B5FACE00  0x0005F000  +
0x2B600BE00  0x00010000  *
0x2B601BE00  0x00077000  +
0x2B6092E00  0x00009000  *
0x2B609BE00  0x00058000  +
0x2B60F3E00  0x00008000  *
0x2B60FBE00  0x000E0000  +
0x2B61DBE00  0x00010000  *
0x2B61EBE00  0x0009D000  +
0x2B6288E00  0x00003000  *
0x2B628BE00  0x00038000  +
0x2B62C3E00  0x00000800  -
0x2B62C4600  0x00008000  *
0x2B62CC600  0x00002800  +
0x2B62CEE00  0x00000800  -
0x2B62CF600  0x0003D800  *
0x2B630CE00  0x00064000  +
0x2B6370E00  0x0000B000  *
0x2B637BE00  0x0003B000  +
0x2B63B6E00  0x00000800  -
0x2B63B7600  0x00005000  *
0x2B63BC600  0x0009C800  +
0x2B6458E00  0x00003000  *
0x2B645BE00  0x0005E000  +
0x2B64B9E00  0x00002000  *
0x2B64BBE00  0x00085000  +
0x2B6540E00  0x0000B000  *
0x2B654BE00  0x00056000  +
0x2B65A1E00  0x0000A000  *
0x2B65ABE00  0x0007D000  +
0x2B6628E00  0x00003000  *
0x2B662BE00  0x0005E000  +
0x2B6689E00  0x00002000  *
0x2B668BE00  0x00009000  +
0x2B6694E00  0x00000800  -
0x2B6695600  0x00037000  *
0x2B66CC600  0x00043800  +
0x2B670FE00  0x0000C000  *
0x2B671BE00  0x00055000  +
0x2B6770E00  0x0000B000  *
0x2B677BE00  0x00000800  -
0x2B677C600  0x00040000  *
0x2B67BC600  0x0003B800  +
0x2B67F7E00  0x00000800  -
0x2B67F8600  0x00044800  *
0x2B683CE00  0x0001C000  +
0x2B6858E00  0x00000800  -
0x2B6859600  0x0006D000  *
0x2B68C6600  0x0007B800  +
0x2B6941E00  0x00000800  -
0x2B6942600  0x0005E800  *
0x2B69A0E00  0x0004E000  +
0x2B69EEE00  0x00000800  -
0x2B69EF600  0x0006F000  *
0x2B6A5E600  0x00077800  +
0x2B6AD5E00  0x00000800  -
0x2B6AD6600  0x00066800  *
0x2B6B3CE00  0x00081000  +
0x2B6BBDE00  0x00000800  -
0x2B6BBE600  0x0004C000  *
0x2B6C0A600  0x0009B800  +
0x2B6CA5E00  0x00006000  *
0x2B6CABE00  0x0005B000  +
0x2B6D06E00  0x00005000  *
0x2B6D0BE00  0x00082000  +
0x2B6D8DE00  0x0000E000  *
0x2B6D9BE00  0x00053000  +
0x2B6DEEE00  0x0000D000  *
0x2B6DFBE00  0x0007A000  +
0x2B6E75E00  0x00006000  *
0x2B6E7BE00  0x0005B000  +
0x2B6ED6E00  0x00005000  *
0x2B6EDBE00  0x00082000  +
0x2B6F5DE00  0x0000E000  *
0x2B6F6BE00  0x00053000  +
0x2B6FBEE00  0x0000D000  *
0x2B6FCBE00  0x000DC000  +
0x2B70A7E00  0x00004000  *
0x2B70ABE00  0x000A8000  +
0x2B7153E00  0x00008000  *
0x2B715BE00  0x00034000  +
0x2B718FE00  0x00000800  -
0x2B7190600  0x0000C000  *
0x2B719C600  0x0009F800  +
0x2B723BE00  0x00010000  *
0x2B724BE00  0x0002C000  +
0x2B7277E00  0x00000800  -
0x2B7278600  0x00014000  *
0x2B728C600  0x00097800  +
0x2B7323E00  0x00008000  *
0x2B732BE00  0x000DF000  +
0x2B740AE00  0x00001000  *
0x2B740BE00  0x00060000  +
0x2B746BE00  0x00010000  *
0x2B747BE00  0x00077000  +
0x2B74F2E00  0x00009000  *
0x2B74FBE00  0x00059000  +
0x2B7554E00  0x00007000  *
0x2B755BE00  0x0007F000  +
0x2B75DAE00  0x00001000  *
0x2B75DBE00  0x00061000  +
0x2B763CE00  0x0000F000  *
0x2B764BE00  0x00077000  +
0x2B76C2E00  0x00009000  *
0x2B76CBE00  0x00059000  +
0x2B7724E00  0x00007000  *
0x2B772BE00  0x000E1000  +
0x2B780CE00  0x0000F000  *
0x2B781BE00  0x0009D000  +
0x2B78B8E00  0x00003000  *
0x2B78BBE00  0x00039000  +
0x2B78F4E00  0x00000800  -
0x2B78F5600  0x00007000  *
0x2B78FC600  0x000A4800  +
0x2B79A0E00  0x0000B000  *
0x2B79ABE00  0x00031000  +
0x2B79DCE00  0x00000800  -
0x2B79DD600  0x0000F000  *
0x2B79EC600  0x0009C800  +
0x2B7A88E00  0x00003000  *
0x2B7A8BE00  0x000E5000  +
0x2B7B70E00  0x0000B000  *
0x2B7B7BE00  0x00057000  +
0x2B7BD2E00  0x00009000  *
0x2B7BDBE00  0x0007C000  +
0x2B7C57E00  0x00004000  *
0x2B7C5BE00  0x0005D000  +
0x2B7CB8E00  0x00003000  *
0x2B7CBBE00  0x00084000  +
0x2B7D3FE00  0x0000C000  *
0x2B7D4BE00  0x00056000  +
0x2B7DA1E00  0x0000A000  *
0x2B7DABE00  0x0007C000  +
0x2B7E27E00  0x00004000  *
0x2B7E2BE00  0x0005D000  +
0x2B7E88E00  0x00003000  *
0x2B7E8BE00  0x000E6000  +
0x2B7F71E00  0x0000A000  *
0x2B7F7BE00  0x000A2000  +
0x2B801DE00  0x0000E000  *
0x2B802BE00  0x0002E000  +
0x2B8059E00  0x00000800  -
0x2B805A600  0x00012000  *
0x2B806C600  0x00099800  +
0x2B8105E00  0x00006000  *
0x2B810BE00  0x00036000  +
0x2B8141E00  0x00000800  -
0x2B8142600  0x0000A000  *
0x2B814C600  0x000A1800  +
0x2B81EDE00  0x0000E000  *
0x2B81FBE00  0x000DA000  +
0x2B82D5E00  0x00006000  *
0x2B82DBE00  0x0005C000  +
0x2B8337E00  0x00004000  *
0x2B833BE00  0x00082000  +
0x2B83BDE00  0x0000E000  *
0x2B83CBE00  0x00054000  +
0x2B841FE00  0x0000C000  *
0x2B842BE00  0x0007A000  +
0x2B84A5E00  0x00006000  *
0x2B84ABE00  0x0005C000  +
0x2B8507E00  0x00004000  *
0x2B850BE00  0x00081000  +
0x2B858CE00  0x0000F000  *
0x2B859BE00  0x00053000  +
0x2B85EEE00  0x0000D000  *
0x2B85FBE00  0x000DC000  +
0x2B86D7E00  0x00004000  *
0x2B86DBE00  0x000A8000  +
0x2B8783E00  0x00008000  *
0x2B878BE00  0x00034000  +
0x2B87BFE00  0x00000800  -
0x2B87C0600  0x0000C000  *
0x2B87CC600  0x0009F800  +
0x2B886BE00  0x00010000  *
0x2B887BE00  0x0002B000  +
0x2B88A6E00  0x00000800  -
0x2B88A7600  0x00015000  *
0x2B88BC600  0x00096800  +
0x2B8952E00  0x00009000  *
0x2B895BE00  0x000DF000  +
0x2B8A3AE00  0x00001000  *
0x2B8A3BE00  0x000E7000  +
0x2B8B22E00  0x00009000  *
0x2B8B2BE00  0x00059000  +
0x2B8B84E00  0x00007000  *
0x2B8B8BE00  0x0007F000  +
0x2B8C0AE00  0x00001000  *
0x2B8C0BE00  0x00061000  +
0x2B8C6CE00  0x0000F000  *
0x2B8C7BE00  0x00077000  +
0x2B8CF2E00  0x00009000  *
0x2B8CFBE00  0x00141000  +
0x2B8E3CE00  0x0000F000  *
0x2B8E4BE00  0x0009D000  +
0x2B8EE8E00  0x00003000  *
0x2B8EEBE00  0x000E5000  +
0x2B8FD0E00  0x0000B000  *
0x2B8FDBE00  0x000DD000  +
0x2B90B8E00  0x00003000  *
0x2B90BBE00  0x000E4000  +
0x2B919FE00  0x0000C000  *
0x2B91ABE00  0x000DC000  +
0x2B9287E00  0x00004000  *
0x2B928BE00  0x000E4000  +
0x2B936FE00  0x0000C000  *
0x2B937BE00  0x000DC000  +
0x2B9457E00  0x00004000  *
0x2B945BE00  0x001F2000  +
0x2B964DE00  0x0000E000  *
0x2B965BE00  0x000DA000  +
0x2B9735E00  0x00006000  *
0x2B973BE00  0x000E2000  +
0x2B981DE00  0x0000E000  *
0x2B982BE00  0x000DA000  +
0x2B9905E00  0x00006000  *
0x2B990BE00  0x000E2000  +
0x2B99EDE00  0x0000E000  *
0x2B99FBE00  0x000D9000  +
0x2B9AD4E00  0x00007000  *
0x2B9ADBE00  0x000E1000  +
0x2B9BBCE00  0x0000F000  *
0x2B9BCBE00  0x000DA000  +
0x2B9CA5E00  0x00006000  *
0x2B9CABE00  0x001EF000  +
0x2B9E9AE00  0x00001000  *
0x2B9E9BE00  0x000E7000  +
0x2B9F82E00  0x00009000  *
0x2B9F8BE00  0x000DF000  +
0x2BA06AE00  0x00001000  *
0x2BA06BE00  0x000E7000  +
0x2BA152E00  0x00009000  *
0x2BA15BE00  0x000DF000  +
0x2BA23AE00  0x00001000  *
0x2BA23BE00  0x000E6000  +
0x2BA321E00  0x0000A000  *
0x2BA32BE00  0x000DE000  +
0x2BA409E00  0x00002000  *
0x2BA40BE00  0x001F5000  +
0x2BA600E00  0x0000B000  *
0x2BA60BE00  0x000DC000  +
0x2BA6E7E00  0x00004000  *
0x2BA6EBE00  0x000E4000  +
0x2BA7CFE00  0x0000C000  *
0x2BA7DBE00  0x000DC000  +
0x2BA8B7E00  0x00004000  *
0x2BA8BBE00  0x000E4000  +
0x2BA99FE00  0x0000C000  *
0x2BA9ABE00  0x000DC000  +
0x2BAA87E00  0x00004000  *
0x2BAA8BE00  0x000E4000  +
0x2BAB6FE00  0x0000C000  *
0x2BAB7BE00  0x001EA000  +
0x2BAD65E00  0x00006000  *
0x2BAD6BE00  0x000E2000  +
0x2BAE4DE00  0x0000E000  *
0x2BAE5BE00  0x000DA000  +
0x2BAF35E00  0x00006000  *
0x2BAF3BE00  0x000E1000  +
0x2BB01CE00  0x0000F000  *
0x2BB02BE00  0x000D9000  +
0x2BB104E00  0x00007000  *
0x2BB10BE00  0x000E1000  +
0x2BB1ECE00  0x0000F000  *
0x2BB1FBE00  0x000D9000  +
0x2BB2D4E00  0x00007000  *
0x2BB2DBE00  0x001EF000  +
0x2BB4CAE00  0x00001000  *
0x2BB4CBE00  0x000E7000  +
0x2BB5B2E00  0x00009000  *
0x2BB5BBE00  0x000DF000  +
0x2BB69AE00  0x00001000  *
0x2BB69BE00  0x000E7000  +
0x2BB782E00  0x00009000  *
0x2BB78BE00  0x000DE000  +
0x2BB869E00  0x00002000  *
0x2BB86BE00  0x03B31000  +
0x2BF39CE00  0x0000F000  *
0x2BF3ABE00  0x000DA000  +
0x2BF485E00  0x00006000  *
0x2BF48BE00  0x001F2000  +
0x2BF67DE00  0x0000E000  *
0x2BF68BE00  0x000DB000  +
0x2BF766E00  0x00005000  *
0x2BF76BE00  0x000E3000  +
0x2BF84EE00  0x0000D000  *
0x2BF85BE00  0x000DC000  +
0x2BF937E00  0x00004000  *
0x2BF93BE00  0x000E5000  +
0x2BFA20E00  0x0000B000  *
0x2BFA2BE00  0x000DD000  +
0x2BFB08E00  0x00003000  *
0x2BFB0BE00  0x000E6000  +
0x2BFBF1E00  0x0000A000  *
0x2BFBFBE00  0x001EE000  +
0x2BFDE9E00  0x00002000  *
0x2BFDEBE00  0x000E7000  +
0x2BFED2E00  0x00009000  *
0x2BFEDBE00  0x000DF000  +
0x2BFFBAE00  0x00001000  *
0x2BFFBBE00  0x000E8000  +
0x2C00A3E00  0x00008000  *
0x2C00ABE00  0x00003000  +
0x2C00AEE00  0x00000400  -
0x2C00AF200  0x0003D000  *
0x2C00EC200  0x000A0C00  +
0x2C018CE00  0x0000F000  *
0x2C019BE00  0x000D9000  +
0x2C0274E00  0x00007000  *
0x2C027BE00  0x00004000  +
0x2C027FE00  0x00000400  -
0x2C0280200  0x0003C000  *
0x2C02BC200  0x000A1C00  +
0x2C035DE00  0x0000E000  *
0x2C036BE00  0x000DB000  +
0x2C0446E00  0x00005000  *
0x2C044BE00  0x00006000  +
0x2C0451E00  0x00000400  -
0x2C0452200  0x0003A000  *
0x2C048C200  0x001B2C00  +
0x2C063EE00  0x0000D000  *
0x2C064BE00  0x000DC000  +
0x2C0727E00  0x00004000  *
0x2C072BE00  0x00007000  +
0x2C0732E00  0x00000400  -
0x2C0733200  0x00039000  *
0x2C076C200  0x000A3C00  +
0x2C080FE00  0x0000C000  *
0x2C081BE00  0x000DD000  +
0x2C08F8E00  0x00003000  *
0x2C08FBE00  0x00008000  +
0x2C0903E00  0x00000400  -
0x2C0904200  0x00038000  *
0x2C093C200  0x000B0C00  +
0x2C09ECE00  0x0000F000  *
0x2C09FBE00  0x000D9000  +
0x2C0AD4E00  0x00007000  *
0x2C0ADBE00  0x000E2000  +
0x2C0BBDE00  0x0000E000  *
0x2C0BCBE00  0x001EA000  +
0x2C0DB5E00  0x00006000  *
0x2C0DBBE00  0x000E3000  +
0x2C0E9EE00  0x0000D000  *
0x2C0EABE00  0x000DC000  +
0x2C0F87E00  0x00004000  *
0x2C0F8BE00  0x000E4000  +
0x2C106FE00  0x0000C000  *
0x2C107BE00  0x000DD000  +
0x2C1158E00  0x00003000  *
0x2C115BE00  0x000E6000  +
0x2C1241E00  0x0000A000  *
0x2C124BE00  0x000DE000  +
0x2C1329E00  0x00002000  *
0x2C132BE00  0x001F7000  +
0x2C1522E00  0x00009000  *
0x2C152BE00  0x000DF000  +
0x2C160AE00  0x00001000  *
0x2C160BE00  0x00000400  -
0x2C160C200  0x00040000  *
0x2C164C200  0x000A7C00  +
0x2C16F3E00  0x00008000  *
0x2C16FBE00  0x000E1000  +
0x2C17DCE00  0x0000F000  *
0x2C17EBE00  0x000D9000  +
0x2C18C4E00  0x00007000  *
0x2C18CBE00  0x000E2000  +
0x2C19ADE00  0x0000E000  *
0x2C19BBE00  0x000DB000  +
0x2C1A96E00  0x00005000  *
0x2C1A9BE00  0x001F3000  +
0x2C1C8EE00  0x0000D000  *
0x2C1C9BE00  0x000DC000  +
0x2C1D77E00  0x00004000  *
0x2C1D7BE00  0x000E4000  +
0x2C1E5FE00  0x0000C000  *
0x2C1E6BE00  0x000DD000  +
0x2C1F48E00  0x00003000  *
0x2C1F4BE00  0x000E6000  +
0x2C2031E00  0x0000A000  *
0x2C203BE00  0x000DE000  +
0x2C2119E00  0x00002000  *
0x2C211BE00  0x000E7000  +
0x2C2202E00  0x00009000  *
0x2C220BE00  0x001EF000  +
0x2C23FAE00  0x00001000  *
0x2C23FBE00  0x00000400  -
0x2C23FC200  0x00040000  *
0x2C243C200  0x000A7C00  +
0x2C24E3E00  0x00008000  *
0x2C24EBE00  0x000E1000  +
0x2C25CCE00  0x0000F000  *
0x2C25DBE00  0x000D9000  +
0x2C26B4E00  0x00007000  *
0x2C26BBE00  0x000E2000  +
0x2C279DE00  0x0000E000  *
0x2C27ABE00  0x000DB000  +
0x2C2886E00  0x00005000  *
0x2C288BE00  0x000E3000  +
0x2C296EE00  0x0000D000  *
0x2C297BE00  0x001EC000  +
0x2C2B67E00  0x00004000  *
0x2C2B6BE00  0x000E4000  +
0x2C2C4FE00  0x0000C000  *
0x2C2C5BE00  0x000DD000  +
0x2C2D38E00  0x00003000  *
0x2C2D3BE00  0x000E6000  +
0x2C2E21E00  0x0000A000  *
0x2C2E2BE00  0x000DE000  +
0x2C2F09E00  0x00002000  *
0x2C2F0BE00  0x00000400  -
0x2C2F0C200  0x00040000  *
0x2C2F4C200  0x000A6C00  +
0x2C2FF2E00  0x00009000  *
0x2C2FFBE00  0x000E0000  +
0x2C30DBE00  0x00010000  *
0x2C30EBE00  0x001E8000  +
0x2C32D3E00  0x00008000  *
0x2C32DBE00  0x000E0000  +
0x2C33BBE00  0x00010000  *
0x2C33CBE00  0x000D9000  +
0x2C34A4E00  0x00007000  *
0x2C34ABE00  0x000E2000  +
0x2C358DE00  0x0000E000  *
0x2C359BE00  0x000DA000  +
0x2C3675E00  0x00006000  *
0x2C367BE00  0x000E3000  +
0x2C375EE00  0x0000D000  *
0x2C376BE00  0x000DC000  +
0x2C3847E00  0x00004000  *
0x2C384BE00  0x00000400  -
0x2C384C200  0x00040000  *
0x2C388C200  0x000A8C00  +
0x2C3934E00  0x00007000  *
0x2C393BE00  0x00104000  +
0x2C3A3FE00  0x0000C000  *
0x2C3A4BE00  0x000DD000  +
0x2C3B28E00  0x00003000  *
0x2C3B2BE00  0x00001000  +
0x2C3B2CE00  0x00000400  -
0x2C3B2D200  0x0003F000  *
0x2C3B6C200  0x000A4C00  +
0x2C3C10E00  0x0000B000  *
0x2C3C1BE00  0x000DE000  +
0x2C3CF9E00  0x00002000  *
0x2C3CFBE00  0x00000400  -
0x2C3CFC200  0x00040000  *
0x2C3D3C200  0x000A6C00  +
0x2C3DE2E00  0x00009000  *
0x2C3DEBE00  0x000DF000  +
0x2C3ECAE00  0x00001000  *
0x2C3ECBE00  0x00000400  -
0x2C3ECC200  0x00040000  *
0x2C3F0C200  0x000A7C00  +
0x2C3FB3E00  0x00008000  *
0x2C3FBBE00  0x000E1000  +
0x2C409CE00  0x0000F000  *
0x2C40ABE00  0x001E9000  +
0x2C4294E00  0x00007000  *
0x2C429BE00  0x000E2000  +
0x2C437DE00  0x0000E000  *
0x2C438BE00  0x000DA000  +
0x2C4465E00  0x00006000  *
0x2C446BE00  0x000E3000  +
0x2C454EE00  0x0000D000  *
0x2C455BE00  0x000DC000  +
0x2C4637E00  0x00004000  *
0x2C463BE00  0x00000400  -
0x2C463C200  0x00040000  *
0x2C467C200  0x000A3C00  +
0x2C471FE00  0x0000C000  *
0x2C472BE00  0x08F2F000  +
0x2CD65AE00  0x00001000  *
0x2CD65BE00  0x000E7000  +
0x2CD742E00  0x00009000  *
0x2CD74BE00  0x000DF000  +
0x2CD82AE00  0x00001000  *
0x2CD82BE00  0x000E7000  +
0x2CD912E00  0x00009000  *
0x2CD91BE00  0x000DF000  +
0x2CD9FAE00  0x00001000  *
0x2CD9FBE00  0x000E6000  +
0x2CDAE1E00  0x0000A000  *
0x2CDAEBE00  0x000DE000  +
0x2CDBC9E00  0x00002000  *
0x2CDBCBE00  0x000E7000  +
0x2CDCB2E00  0x00009000  *
0x2CDCBBE00  0x001EC000  +
0x2CDEA7E00  0x00004000  *
0x2CDEABE00  0x000E4000  +
0x2CDF8FE00  0x0000C000  *
0x2CDF9BE00  0x000DC000  +
0x2CE077E00  0x00004000  *
0x2CE07BE00  0x000E4000  +
0x2CE15FE00  0x0000C000  *
0x2CE16BE00  0x000DC000  +
0x2CE247E00  0x00004000  *
0x2CE24BE00  0x000E3000  +
0x2CE32EE00  0x0000D000  *
0x2CE33BE00  0x000DB000  +
0x2CE416E00  0x00005000  *
0x2CE41BE00  0x001F2000  +
0x2CE60DE00  0x0000E000  *
0x2CE61BE00  0x000D9000  +
0x2CE6F4E00  0x00007000  *
0x2CE6FBE00  0x000E1000  +
0x2CE7DCE00  0x0000F000  *
0x2CE7EBE00  0x000D9000  +
0x2CE8C4E00  0x00007000  *
0x2CE8CBE00  0x000E1000  +
0x2CE9ACE00  0x0000F000  *
0x2CE9BBE00  0x000D9000  +
0x2CEA94E00  0x00007000  *
0x2CEA9BE00  0x000E1000  +
0x2CEB7CE00  0x0000F000  *
0x2CEB8BE00  0x001E7000  +
0x2CED72E00  0x00009000  *
0x2CED7BE00  0x000DF000  +
0x2CEE5AE00  0x00001000  *
0x2CEE5BE00  0x001CE000  +
0x2CF029E00  0x00002000  *
0x2CF02BE00  0x01638000  +
0x2D0663E00  0x00008000  *
0x2D066BE00  0x000E0000  +
0x2D074BE00  0x00010000  *
0x2D075BE00  0x000D8000  +
0x2D0833E00  0x00008000  *
0x2D083BE00  0x000E0000  +
0x2D091BE00  0x00010000  *
0x2D092BE00  0x001E6000  +
0x2D0B11E00  0x0000A000  *
0x2D0B1BE00  0x000DE000  +
0x2D0BF9E00  0x00002000  *
0x2D0BFBE00  0x000E6000  +
0x2D0CE1E00  0x0000A000  *
0x2D0CEBE00  0x000DD000  +
0x2D0DC8E00  0x00003000  *
0x2D0DCBE00  0x000E5000  +
0x2D0EB0E00  0x0000B000  *
0x2D0EBBE00  0x000DD000  +
0x2D0F98E00  0x00003000  *
0x2D0F9BE00  0x000E5000  +
0x2D1080E00  0x0000B000  *
0x2D108BE00  0x001EB000  +
0x2D1276E00  0x00005000  *
0x2D127BE00  0x000E3000  +
0x2D135EE00  0x0000D000  *
0x2D136BE00  0x000DB000  +
0x2D1446E00  0x00005000  *
0x2D144BE00  0x000E3000  +
0x2D152EE00  0x0000D000  *
0x2D153BE00  0x000DB000  +
0x2D1616E00  0x00005000  *
0x2D161BE00  0x000E2000  +
0x2D16FDE00  0x0000E000  *
0x2D170BE00  0x000DA000  +
0x2D17E5E00  0x00006000  *
0x2D17EBE00  0x000E3000  +
0x2D18CEE00  0x0000D000  *
0x2D18DBE00  0x001E8000  +
0x2D1AC3E00  0x00008000  *
0x2D1ACBE00  0x000E0000  +
0x2D1BABE00  0x00010000  *
0x2D1BBBE00  0x000D1000  +
0x2D1C8CE00  0x0000F000  *
0x2D1C9BE00  0x000D2000  +
0x2D1D6DE00  0x0000E000  *
0x2D1D7BE00  0x000DA000  +
0x2D1E55E00  0x00006000  *
0x2D1E5BE00  0x000DA000  +
0x2D1F35E00  0x00006000  *
0x2D1F3BE00  0x000DC000  +
0x2D2017E00  0x00004000  *
0x2D201BE00  0x001EB000  +
0x2D2206E00  0x00005000  *
0x2D220BE00  0x000E2000  +
0x2D22EDE00  0x0000E000  *
0x2D22FBE00  0x000DA000  +
0x2D23D5E00  0x00006000  *
0x2D23DBE00  0x000E2000  +
0x2D24BDE00  0x0000E000  *
0x2D24CBE00  0x000DA000  +
0x2D25A5E00  0x00006000  *
