# Rescue Logfile. Created by GNU ddrescue version 1.17
# Command line: ddrescue -d /dev/sdb /home/rescue/image.img /home/rescue/rescuelog.log
# current_pos  current_status
0x649127000     ?
#      pos        size  status
0x11DFBBE00  0x000E7000  +
0x11E0A2E00  0x00009000  *
0x11E0ABE00  0x000E2000  +
0x11E18DE00  0x0000E000  *
0x11E19BE00  0x000DD000  +
0x11E278E00  0x00003000  *
0x11E27BE00  0x000E9000  +
0x11E364E00  0x00007000  *
0x11E36BE00  0x001F6000  +
0x11E561E00  0x0000A000  *
0x11E56BE00  0x000E1000  +
0x11E64CE00  0x0000F000  *
0x11E65BE00  0x000DD000  +
0x11E738E00  0x00003000  *
0x11E73BE00  0x000E8000  +
0x11E823E00  0x00008000  *
0x11E82BE00  0x000E3000  +
0x11E90EE00  0x0000D000  *
0x11E91BE00  0x000DE000  +
0x11E9F9E00  0x00002000  *
0x11E9FBE00  0x000EA000  +
0x11EAE5E00  0x00006000  *
0x11EAEBE00  0x001F7000  +
0x11ECE2E00  0x00009000  *
0x11ECEBE00  0x001CE000  +
0x11EEB9E00  0x00002000  *
0x11EEBBE00  0x000E9000  +
0x11EFA4E00  0x00007000  *
0x11EFABE00  0x000E4000  +
0x11F08FE00  0x0000C000  *
0x11F09BE00  0x000E0000  +
0x11F17BE00  0x00010000  *
0x11F18BE00  0x000DB000  +
0x11F266E00  0x00005000  *
0x11F26BE00  0x001F9000  +
0x11F464E00  0x00007000  *
0x11F46BE00  0x000E4000  +
0x11F54FE00  0x0000C000  *
0x11F55BE00  0x000DF000  +
0x11F63AE00  0x00001000  *
0x11F63BE00  0x000EA000  +
0x11F725E00  0x00006000  *
0x11F72BE00  0x005A5000  +
0x11FCD0E00  0x0000B000  *
0x11FCDBE00  0x000E0000  +
0x11FDBBE00  0x00010000  *
0x11FDCBE00  0x001C7000  +
0x11FF92E00  0x00009000  *
0x11FF9BE00  0x001CE000  +
0x120169E00  0x00002000  *
0x12016BE00  0x002E6000  +
0x120451E00  0x0000A000  *
0x12045BE00  0x001CD000  +
0x120628E00  0x00003000  *
0x12062BE00  0x000E8000  +
0x120713E00  0x00008000  *
0x12071BE00  0x000E4000  +
0x1207FFE00  0x0000C000  *
0x12080BE00  0x000DF000  +
0x1208EAE00  0x00001000  *
0x1208EBE00  0x001FC000  +
0x120AE7E00  0x00004000  *
0x120AEBE00  0x000E8000  +
0x120BD3E00  0x00008000  *
0x120BDBE00  0x000E3000  +
0x120CBEE00  0x0000D000  *
0x120CCBE00  0x002B5000  +
0x120F80E00  0x0000B000  *
0x120F8BE00  0x003C9000  +
0x121354E00  0x00007000  *
0x12135BE00  0x001D0000  +
0x12152BE00  0x00010000  *
0x12153BE00  0x00686000  +
0x121BC1E00  0x0000A000  *
0x121BCBE00  0x00B24000  +
0x1226EFE00  0x0000C000  *
0x1226FBE00  0x003C8000  +
0x122AC3E00  0x00008000  *
0x122ACBE00  0x001CF000  +
0x122C9AE00  0x00001000  *
0x122C9BE00  0x000EA000  +
0x122D85E00  0x00006000  *
0x122D8BE00  0x004BA000  +
0x123245E00  0x00006000  *
0x12324BE00  0x002BC000  +
0x123507E00  0x00004000  *
0x12350BE00  0x003D0000  +
0x1238DBE00  0x00010000  *
0x1238EBE00  0x000DB000  +
0x1239C6E00  0x00005000  *
0x1239CBE00  0x000E6000  +
0x123AB1E00  0x0000A000  *
0x123ABBE00  0x000E2000  +
0x123B9DE00  0x0000E000  *
0x123BABE00  0x000DD000  +
0x123C88E00  0x00003000  *
0x123C8BE00  0x000E8000  +
0x123D73E00  0x00008000  *
0x123D7BE00  0x000E4000  +
0x123E5FE00  0x0000C000  *
0x123E6BE00  0x001F1000  +
0x12405CE00  0x0000F000  *
0x12406BE00  0x000DC000  +
0x124147E00  0x00004000  *
0x12414BE00  0x000E8000  +
0x124233E00  0x00008000  *
0x12423BE00  0x000E3000  +
0x12431EE00  0x0000D000  *
0x12432BE00  0x000DE000  +
0x124409E00  0x00002000  *
0x12440BE00  0x12710000  +
0x136B1BE00  0x00010000  *
0x136B2BE00  0x000DB000  +
0x136C06E00  0x00005000  *
0x136C0BE00  0x000E7000  +
0x136CF2E00  0x00009000  *
0x136CFBE00  0x000E2000  +
0x136DDDE00  0x0000E000  *
0x136DEBE00  0x001EF000  +
0x136FDAE00  0x00001000  *
0x136FDBE00  0x000EB000  +
0x1370C6E00  0x00005000  *
0x1370CBE00  0x000E6000  +
0x1371B1E00  0x0000A000  *
0x1371BBE00  0x000E1000  +
0x13729CE00  0x0000F000  *
0x1372ABE00  0x000DD000  +
0x137388E00  0x00003000  *
0x13738BE00  0x000E8000  +
0x137473E00  0x00008000  *
0x13747BE00  0x000E3000  +
0x13755EE00  0x0000D000  *
0x13756BE00  0x001F1000  +
0x13775CE00  0x0000F000  *
0x13776BE00  0x000DC000  +
0x137847E00  0x00004000  *
0x13784BE00  0x000E7000  +
0x137932E00  0x00009000  *
0x13793BE00  0x000E3000  +
0x137A1EE00  0x0000D000  *
0x137A2BE00  0x000DE000  +
0x137B09E00  0x00002000  *
0x137B0BE00  0x000E9000  +
0x137BF4E00  0x00007000  *
0x137BFBE00  0x000E5000  +
0x137CE0E00  0x0000B000  *
0x137CEBE00  0x001F2000  +
0x137EDDE00  0x0000E000  *
0x137EEBE00  0x000DD000  +
0x137FC8E00  0x00003000  *
0x137FCBE00  0x000E9000  +
0x1380B4E00  0x00007000  *
0x1380BBE00  0x000E4000  +
0x13819FE00  0x0000C000  *
0x1381ABE00  0x000DF000  +
0x13828AE00  0x00001000  *
0x13828BE00  0x000EB000  +
0x138376E00  0x00005000  *
0x13837BE00  0x000E6000  +
0x138461E00  0x0000A000  *
0x13846BE00  0x001F3000  +
0x13865EE00  0x0000D000  *
0x13866BE00  0x000DF000  +
0x13874AE00  0x00001000  *
0x13874BE00  0x000EA000  +
0x138835E00  0x00006000  *
0x13883BE00  0x000E5000  +
0x138920E00  0x0000B000  *
0x13892BE00  0x000E1000  +
0x138A0CE00  0x0000F000  *
0x138A1BE00  0x000DC000  +
0x138AF7E00  0x00004000  *
0x138AFBE00  0x000E7000  +
0x138BE2E00  0x00009000  *
0x138BEBE00  0x001F5000  +
0x138DE0E00  0x0000B000  *
0x138DEBE00  0x000E0000  +
0x138ECBE00  0x00010000  *
0x138EDBE00  0x000DB000  +
0x138FB6E00  0x00005000  *
0x138FBBE00  0x000E7000  +
0x1390A2E00  0x00009000  *
0x1390ABE00  0x000E2000  +
0x13918DE00  0x0000E000  *
0x13919BE00  0x000DD000  +
0x139278E00  0x00003000  *
0x13927BE00  0x000E9000  +
0x139364E00  0x00007000  *
0x13936BE00  0x001F6000  +
0x139561E00  0x0000A000  *
0x13956BE00  0x000E1000  +
0x13964CE00  0x0000F000  *
0x13965BE00  0x000DD000  +
0x139738E00  0x00003000  *
0x13973BE00  0x000E8000  +
0x139823E00  0x00008000  *
0x13982BE00  0x000E3000  +
0x13990EE00  0x0000D000  *
0x13991BE00  0x000DF000  +
0x1399FAE00  0x00001000  *
0x1399FBE00  0x000EA000  +
0x139AE5E00  0x00006000  *
0x139AEBE00  0x001F7000  +
0x139CE2E00  0x00009000  *
0x139CEBE00  0x000E3000  +
0x139DCEE00  0x0000D000  *
0x139DDBE00  0x000DE000  +
0x139EB9E00  0x00002000  *
0x139EBBE00  0x000E9000  +
0x139FA4E00  0x00007000  *
0x139FABE00  0x000E5000  +
0x13A090E00  0x0000B000  *
0x13A09BE00  0x000E0000  +
0x13A17BE00  0x00010000  *
0x13A18BE00  0x000DB000  +
0x13A266E00  0x00005000  *
0x13A26BE00  0x000E7000  +
0x13A352E00  0x00009000  *
0x13A35BE00  0x001F4000  +
0x13A54FE00  0x0000C000  *
0x13A55BE00  0x000DF000  +
0x13A63AE00  0x00001000  *
0x13A63BE00  0x000EB000  +
0x13A726E00  0x00005000  *
0x13A72BE00  0x000E6000  +
0x13A811E00  0x0000A000  *
0x13A81BE00  0x000E1000  +
0x13A8FCE00  0x0000F000  *
0x13A90BE00  0x000DC000  +
0x13A9E7E00  0x00004000  *
0x13A9EBE00  0x000E8000  +
0x13AAD3E00  0x00008000  *
0x13AADBE00  0x001F5000  +
0x13ACD0E00  0x0000B000  *
0x13ACDBE00  0x000E1000  +
0x13ADBCE00  0x0000F000  *
0x13ADCBE00  0x000DC000  +
0x13AEA7E00  0x00004000  *
0x13AEABE00  0x000E7000  +
0x13AF92E00  0x00009000  *
0x13AF9BE00  0x000E2000  +
0x13B07DE00  0x0000E000  *
0x13B08BE00  0x000DE000  +
0x13B169E00  0x00002000  *
0x13B16BE00  0x000E9000  +
0x13B254E00  0x00007000  *
0x13B25BE00  0x001F7000  +
0x13B452E00  0x00009000  *
0x13B45BE00  0x000E2000  +
0x13B53DE00  0x0000E000  *
0x13B54BE00  0x000DD000  +
0x13B628E00  0x00003000  *
0x13B62BE00  0x000E8000  +
0x13B713E00  0x00008000  *
0x13B71BE00  0x000E4000  +
0x13B7FFE00  0x0000C000  *
0x13B80BE00  0x000DF000  +
0x13B8EAE00  0x00001000  *
0x13B8EBE00  0x000EB000  +
0x13B9D6E00  0x00005000  *
0x13B9DBE00  0x001F8000  +
0x13BBD3E00  0x00008000  *
0x13BBDBE00  0x000E3000  +
0x13BCBEE00  0x0000D000  *
0x13BCCBE00  0x000DE000  +
0x13BDA9E00  0x00002000  *
0x13BDABE00  0x000EA000  +
0x13BE95E00  0x00006000  *
0x13BE9BE00  0x000E5000  +
0x13BF80E00  0x0000B000  *
0x13BF8BE00  0x000E0000  +
0x13C06BE00  0x00010000  *
0x13C07BE00  0x000DC000  +
0x13C157E00  0x00004000  *
0x13C15BE00  0x001F9000  +
0x13C354E00  0x00007000  *
0x13C35BE00  0x000E4000  +
0x13C43FE00  0x0000C000  *
0x13C44BE00  0x000E0000  +
0x13C52BE00  0x00010000  *
0x13C53BE00  0x000DB000  +
0x13C616E00  0x00005000  *
0x13C61BE00  0x000E6000  +
0x13C701E00  0x0000A000  *
0x13C70BE00  0x000E2000  +
0x13C7EDE00  0x0000E000  *
0x13C7FBE00  0x000DD000  +
0x13C8D8E00  0x00003000  *
0x13C8DBE00  0x001FA000  +
0x13CAD5E00  0x00006000  *
0x13CADBE00  0x000E6000  +
0x13CBC1E00  0x0000A000  *
0x13CBCBE00  0x000E1000  +
0x13CCACE00  0x0000F000  *
0x13CCBBE00  0x000DC000  +
0x13CD97E00  0x00004000  *
0x13CD9BE00  0x000E8000  +
0x13CE83E00  0x00008000  *
0x13CE8BE00  0x000E3000  +
0x13CF6EE00  0x0000D000  *
0x13CF7BE00  0x000DE000  +
0x13D059E00  0x00002000  *
0x13D05BE00  0x001FC000  +
0x13D257E00  0x00004000  *
0x13D25BE00  0x000E7000  +
0x13D342E00  0x00009000  *
0x13D34BE00  0x000E2000  +
0x13D42DE00  0x0000E000  *
0x13D43BE00  0x000DE000  +
0x13D519E00  0x00002000  *
0x13D51BE00  0x000E9000  +
0x13D604E00  0x00007000  *
0x13D60BE00  0x000E4000  +
0x13D6EFE00  0x0000C000  *
0x13D6FBE00  0x000E0000  +
0x13D7DBE00  0x00010000  *
0x13D7EBE00  0x001ED000  +
0x13D9D8E00  0x00003000  *
0x13D9DBE00  0x000E8000  +
0x13DAC3E00  0x00008000  *
0x13DACBE00  0x000E4000  +
0x13DBAFE00  0x0000C000  *
0x13DBBBE00  0x000DF000  +
0x13DC9AE00  0x00001000  *
0x13DC9BE00  0x000EA000  +
0x13DD85E00  0x00006000  *
0x13DD8BE00  0x000E6000  +
0x13DE71E00  0x0000A000  *
0x13DE7BE00  0x000E1000  +
0x13DF5CE00  0x0000F000  *
0x13DF6BE00  0x002DA000  +
0x13E245E00  0x00006000  *
0x13E24BE00  0x000E5000  +
0x13E330E00  0x0000B000  *
0x13E33BE00  0x000E0000  +
0x13E41BE00  0x00010000  *
0x13E42BE00  0x000DC000  +
0x13E507E00  0x00004000  *
0x13E50BE00  0x000E7000  +
0x13E5F2E00  0x00009000  *
0x13E5FBE00  0x000E2000  +
0x13E6DDE00  0x0000E000  *
0x13E6EBE00  0x001F0000  +
0x13E8DBE00  0x00010000  *
0x13E8EBE00  0x000DB000  +
0x13E9C6E00  0x00005000  *
0x13E9CBE00  0x000E6000  +
0x13EAB1E00  0x0000A000  *
0x13EABBE00  0x000E2000  +
0x13EB9DE00  0x0000E000  *
0x13EBABE00  0x000DD000  +
0x13EC88E00  0x00003000  *
0x13EC8BE00  0x000E8000  +
0x13ED73E00  0x00008000  *
0x13ED7BE00  0x000E4000  +
0x13EE5FE00  0x0000C000  *
0x13EE6BE00  0x001F1000  +
0x13F05CE00  0x0000F000  *
0x13F06BE00  0x000DC000  +
0x13F147E00  0x00004000  *
0x13F14BE00  0x000E8000  +
0x13F233E00  0x00008000  *
0x13F23BE00  0x000E3000  +
0x13F31EE00  0x0000D000  *
0x13F32BE00  0x000DE000  +
0x13F409E00  0x00002000  *
0x13F40BE00  0x001D5000  +
0x13F5E0E00  0x0000B000  *
0x13F5EBE00  0x001F2000  +
0x13F7DDE00  0x0000E000  *
0x13F7EBE00  0x00097000  +
0x13F882E00  0x00009000  *
0x13F88BE00  0x00674000  +
0x13FEFFE00  0x0000C000  *
0x13FF0BE00  0x001C4000  +
0x1400CFE00  0x0000C000  *
0x1400DBE00  0x000DC000  +
0x1401B7E00  0x00004000  *
0x1401BBE00  0x000E3000  +
0x14029EE00  0x0000D000  *
0x1402ABE00  0x000DB000  +
0x140386E00  0x00005000  *
0x14038BE00  0x001F2000  +
0x14057DE00  0x0000E000  *
0x14058BE00  0x000D9000  +
0x140664E00  0x00007000  *
0x14066BE00  0x000E1000  +
0x14074CE00  0x0000F000  *
0x14075BE00  0x000D9000  +
0x140834E00  0x00007000  *
0x14083BE00  0x000E1000  +
0x14091CE00  0x0000F000  *
0x14092BE00  0x001C1000  +
0x140AECE00  0x0000F000  *
0x140AFBE00  0x001E7000  +
0x140CE2E00  0x00009000  *
0x140CEBE00  0x000DF000  +
0x140DCAE00  0x00001000  *
0x140DCBE00  0x000E7000  +
0x140EB2E00  0x00009000  *
0x140EBBE00  0x000DE000  +
0x140F99E00  0x00002000  *
0x140F9BE00  0x000E6000  +
0x141081E00  0x0000A000  *
0x14108BE00  0x000DE000  +
0x141169E00  0x00002000  *
0x14116BE00  0x000E6000  +
0x141251E00  0x0000A000  *
0x14125BE00  0x001EC000  +
0x141447E00  0x00004000  *
0x14144BE00  0x000E4000  +
0x14152FE00  0x0000C000  *
0x14153BE00  0x000DC000  +
0x141617E00  0x00004000  *
0x14161BE00  0x000E4000  +
0x1416FFE00  0x0000C000  *
0x14170BE00  0x000DB000  +
0x1417E6E00  0x00005000  *
0x1417EBE00  0x000E3000  +
0x1418CEE00  0x0000D000  *
0x1418DBE00  0x000DB000  +
0x1419B6E00  0x00005000  *
0x1419BBE00  0x001F1000  +
0x141BACE00  0x0000F000  *
0x141BBBE00  0x000D9000  +
0x141C94E00  0x00007000  *
0x141C9BE00  0x000E1000  +
0x141D7CE00  0x0000F000  *
0x141D8BE00  0x000D9000  +
0x141E64E00  0x00007000  *
0x141E6BE00  0x000E1000  +
0x141F4CE00  0x0000F000  *
0x141F5BE00  0x000D9000  +
0x142034E00  0x00007000  *
0x14203BE00  0x000E0000  +
0x14211BE00  0x00010000  *
0x14212BE00  0x001E7000  +
0x142312E00  0x00009000  *
0x14231BE00  0x000DF000  +
0x1423FAE00  0x00001000  *
0x1423FBE00  0x000E6000  +
0x1424E1E00  0x0000A000  *
0x1424EBE00  0x000DE000  +
0x1425C9E00  0x00002000  *
0x1425CBE00  0x000E6000  +
0x1426B1E00  0x0000A000  *
0x1426BBE00  0x000DE000  +
0x142799E00  0x00002000  *
0x14279BE00  0x000E6000  +
0x142881E00  0x0000A000  *
0x14288BE00  0x001EC000  +
0x142A77E00  0x00004000  *
0x142A7BE00  0x000E4000  +
0x142B5FE00  0x0000C000  *
0x142B6BE00  0x000DC000  +
0x142C47E00  0x00004000  *
0x142C4BE00  0x000E3000  +
0x142D2EE00  0x0000D000  *
0x142D3BE00  0x000DB000  +
0x142E16E00  0x00005000  *
0x142E1BE00  0x000E3000  +
0x142EFEE00  0x0000D000  *
0x142F0BE00  0x000DB000  +
0x142FE6E00  0x00005000  *
0x142FEBE00  0x001F1000  +
0x1431DCE00  0x0000F000  *
0x1431EBE00  0x000D9000  +
0x1432C4E00  0x00007000  *
0x1432CBE00  0x000E1000  +
0x1433ACE00  0x0000F000  *
0x1433BBE00  0x000D9000  +
0x143494E00  0x00007000  *
0x14349BE00  0x000E1000  +
0x14357CE00  0x0000F000  *
0x14358BE00  0x000D8000  +
0x143663E00  0x00008000  *
0x14366BE00  0x000E0000  +
0x14374BE00  0x00010000  *
0x14375BE00  0x001E7000  +
0x143942E00  0x00009000  *
0x14394BE00  0x000DE000  +
0x143A29E00  0x00002000  *
0x143A2BE00  0x000E6000  +
0x143B11E00  0x0000A000  *
0x143B1BE00  0x000DE000  +
0x143BF9E00  0x00002000  *
0x143BFBE00  0x000E6000  +
0x143CE1E00  0x0000A000  *
0x143CEBE00  0x000DE000  +
0x143DC9E00  0x00002000  *
0x143DCBE00  0x000E5000  +
0x143EB0E00  0x0000B000  *
0x143EBBE00  0x000DE000  +
0x143F99E00  0x00002000  *
0x143F9BE00  0x001F4000  +
0x14418FE00  0x0000C000  *
0x14419BE00  0x000DB000  +
0x144276E00  0x00005000  *
0x14427BE00  0x000E3000  +
0x14435EE00  0x0000D000  *
0x14436BE00  0x000DB000  +
0x144446E00  0x00005000  *
0x14444BE00  0x000E3000  +
0x14452EE00  0x0000D000  *
0x14453BE00  0x000DB000  +
0x144616E00  0x00005000  *
0x14461BE00  0x000E3000  +
0x1446FEE00  0x0000D000  *
0x14470BE00  0x001E9000  +
0x1448F4E00  0x00007000  *
0x1448FBE00  0x000E1000  +
0x1449DCE00  0x0000F000  *
0x1449EBE00  0x000D9000  +
0x144AC4E00  0x00007000  *
0x144ACBE00  0x000E0000  +
0x144BABE00  0x00010000  *
0x144BBBE00  0x000D8000  +
0x144C93E00  0x00008000  *
0x144C9BE00  0x000E0000  +
0x144D7BE00  0x00010000  *
0x144D8BE00  0x000D8000  +
0x144E63E00  0x00008000  *
0x144E6BE00  0x001EE000  +
0x145059E00  0x00002000  *
0x14505BE00  0x000E6000  +
0x145141E00  0x0000A000  *
0x14514BE00  0x000DE000  +
0x145229E00  0x00002000  *
0x14522BE00  0x000E6000  +
0x145311E00  0x0000A000  *
0x14531BE00  0x000DD000  +
0x1453F8E00  0x00003000  *
0x1453FBE00  0x000E5000  +
0x1454E0E00  0x0000B000  *
0x1454EBE00  0x000DE000  +
0x1455C9E00  0x00002000  *
0x1455CBE00  0x001F3000  +
0x1457BEE00  0x0000D000  *
0x1457CBE00  0x000DB000  +
0x1458A6E00  0x00005000  *
0x1458ABE00  0x000E3000  +
0x14598EE00  0x0000D000  *
0x14599BE00  0x000DB000  +
0x145A76E00  0x00005000  *
0x145A7BE00  0x000E3000  +
0x145B5EE00  0x0000D000  *
0x145B6BE00  0x000DB000  +
0x145C46E00  0x00005000  *
0x145C4BE00  0x000E2000  +
0x145D2DE00  0x0000E000  *
0x145D3BE00  0x001E9000  +
0x145F24E00  0x00007000  *
0x145F2BE00  0x000E1000  +
0x14600CE00  0x0000F000  *
0x14601BE00  0x000D8000  +
0x1460F3E00  0x00008000  *
0x1460FBE00  0x000E0000  +
0x1461DBE00  0x00010000  *
0x1461EBE00  0x000D8000  +
0x1462C3E00  0x00008000  *
0x1462CBE00  0x000E0000  +
0x1463ABE00  0x00010000  *
0x1463BBE00  0x000D8000  +
0x146493E00  0x00008000  *
0x14649BE00  0x001EE000  +
0x146689E00  0x00002000  *
0x14668BE00  0x000E6000  +
0x146771E00  0x0000A000  *
0x14677BE00  0x000DE000  +
0x146859E00  0x00002000  *
0x14685BE00  0x000E5000  +
0x146940E00  0x0000B000  *
0x14694BE00  0x000DD000  +
0x146A28E00  0x00003000  *
0x146A2BE00  0x000E5000  +
0x146B10E00  0x0000B000  *
0x146B1BE00  0x000DD000  +
0x146BF8E00  0x00003000  *
0x146BFBE00  0x001F3000  +
0x146DEEE00  0x0000D000  *
0x146DFBE00  0x000DB000  +
0x146ED6E00  0x00005000  *
0x146EDBE00  0x000E3000  +
0x146FBEE00  0x0000D000  *
0x146FCBE00  0x000DB000  +
0x1470A6E00  0x00005000  *
0x1470ABE00  0x000E3000  +
0x14718EE00  0x0000D000  *
0x14719BE00  0x000DA000  +
0x147275E00  0x00006000  *
0x14727BE00  0x000E2000  +
0x14735DE00  0x0000E000  *
0x14736BE00  0x001E9000  +
0x147554E00  0x00007000  *
0x14755BE00  0x000E0000  +
0x14763BE00  0x00010000  *
0x14764BE00  0x000D8000  +
0x147723E00  0x00008000  *
0x14772BE00  0x000E0000  +
0x14780BE00  0x00010000  *
0x14781BE00  0x000D8000  +
0x1478F3E00  0x00008000  *
0x1478FBE00  0x000E0000  +
0x1479DBE00  0x00010000  *
0x1479EBE00  0x000D7000  +
0x147AC2E00  0x00009000  *
0x147ACBE00  0x001EE000  +
0x147CB9E00  0x00002000  *
0x147CBBE00  0x000E6000  +
0x147DA1E00  0x0000A000  *
0x147DABE00  0x000DD000  +
0x147E88E00  0x00003000  *
0x147E8BE00  0x000E5000  +
0x147F70E00  0x0000B000  *
0x147F7BE00  0x000DD000  +
0x148058E00  0x00003000  *
0x14805BE00  0x000E5000  +
0x148140E00  0x0000B000  *
0x14814BE00  0x000DD000  +
0x148228E00  0x00003000  *
0x14822BE00  0x001F3000  +
0x14841EE00  0x0000D000  *
0x14842BE00  0x08F6F000  +
0x15139AE00  0x00001000  *
0x15139BE00  0x000EA000  +
0x151485E00  0x00006000  *
0x15148BE00  0x000E5000  +
0x151570E00  0x0000B000  *
0x15157BE00  0x000E1000  +
0x15165CE00  0x0000F000  *
0x15166BE00  0x001EE000  +
0x151859E00  0x00002000  *
0x15185BE00  0x000E9000  +
0x151944E00  0x00007000  *
0x15194BE00  0x000E5000  +
0x151A30E00  0x0000B000  *
0x151A3BE00  0x000E0000  +
0x151B1BE00  0x00010000  *
0x151B2BE00  0x000DB000  +
0x151C06E00  0x00005000  *
0x151C0BE00  0x000E7000  +
0x151CF2E00  0x00009000  *
0x151CFBE00  0x000E2000  +
0x151DDDE00  0x0000E000  *
0x151DEBE00  0x001EF000  +
0x151FDAE00  0x00001000  *
0x151FDBE00  0x000EB000  +
0x1520C6E00  0x00005000  *
0x1520CBE00  0x000E6000  +
0x1521B1E00  0x0000A000  *
0x1521BBE00  0x000E1000  +
0x15229CE00  0x0000F000  *
0x1522ABE00  0x000DD000  +
0x152388E00  0x00003000  *
0x15238BE00  0x000E8000  +
0x152473E00  0x00008000  *
0x15247BE00  0x000E3000  +
0x15255EE00  0x0000D000  *
0x15256BE00  0x001F1000  +
0x15275CE00  0x0000F000  *
0x15276BE00  0x000DC000  +
0x152847E00  0x00004000  *
0x15284BE00  0x000E7000  +
0x152932E00  0x00009000  *
0x15293BE00  0x000E3000  +
0x152A1EE00  0x0000D000  *
0x152A2BE00  0x000DE000  +
0x152B09E00  0x00002000  *
0x152B0BE00  0x000E9000  +
0x152BF4E00  0x00007000  *
0x152BFBE00  0x000E5000  +
0x152CE0E00  0x0000B000  *
0x152CEBE00  0x001F2000  +
0x152EDDE00  0x0000E000  *
0x152EEBE00  0x000DD000  +
0x152FC8E00  0x00003000  *
0x152FCBE00  0x000E9000  +
0x1530B4E00  0x00007000  *
0x1530BBE00  0x000E4000  +
0x15319FE00  0x0000C000  *
0x1531ABE00  0x000DF000  +
0x15328AE00  0x00001000  *
0x15328BE00  0x000EB000  +
0x153376E00  0x00005000  *
0x15337BE00  0x000E6000  +
0x153461E00  0x0000A000  *
0x15346BE00  0x001F3000  +
0x15365EE00  0x0000D000  *
0x15366BE00  0x000DF000  +
0x15374AE00  0x00001000  *
0x15374BE00  0x000EA000  +
0x153835E00  0x00006000  *
0x15383BE00  0x000E5000  +
0x153920E00  0x0000B000  *
0x15392BE00  0x000E1000  +
0x153A0CE00  0x0000F000  *
0x153A1BE00  0x000DC000  +
0x153AF7E00  0x00004000  *
0x153AFBE00  0x000E7000  +
0x153BE2E00  0x00009000  *
0x153BEBE00  0x000E3000  +
0x153CCEE00  0x0000D000  *
0x153CDBE00  0x001F0000  +
0x153ECBE00  0x00010000  *
0x153EDBE00  0x000DB000  +
0x153FB6E00  0x00005000  *
0x153FBBE00  0x000E7000  +
0x1540A2E00  0x00009000  *
0x1540ABE00  0x000E2000  +
0x15418DE00  0x0000E000  *
0x15419BE00  0x000DD000  +
0x154278E00  0x00003000  *
0x15427BE00  0x000E9000  +
0x154364E00  0x00007000  *
0x15436BE00  0x000E4000  +
0x15444FE00  0x0000C000  *
0x15445BE00  0x001F1000  +
0x15464CE00  0x0000F000  *
0x15465BE00  0x000DD000  +
0x154738E00  0x00003000  *
0x15473BE00  0x000E8000  +
0x154823E00  0x00008000  *
0x15482BE00  0x000E3000  +
0x15490EE00  0x0000D000  *
0x15491BE00  0x000DF000  +
0x1549FAE00  0x00001000  *
0x1549FBE00  0x000EA000  +
0x154AE5E00  0x00006000  *
0x154AEBE00  0x000E5000  +
0x154BD0E00  0x0000B000  *
0x154BDBE00  0x001F3000  +
0x154DCEE00  0x0000D000  *
0x154DDBE00  0x000DE000  +
0x154EB9E00  0x00002000  *
0x154EBBE00  0x000E9000  +
0x154FA4E00  0x00007000  *
0x154FABE00  0x000E5000  +
0x155090E00  0x0000B000  *
0x15509BE00  0x000E0000  +
0x15517BE00  0x00010000  *
0x15518BE00  0x000DB000  +
0x155266E00  0x00005000  *
0x15526BE00  0x000E7000  +
0x155352E00  0x00009000  *
0x15535BE00  0x001F4000  +
0x15554FE00  0x0000C000  *
0x15555BE00  0x000DF000  +
0x15563AE00  0x00001000  *
0x15563BE00  0x000EB000  +
0x155726E00  0x00005000  *
0x15572BE00  0x000E6000  +
0x155811E00  0x0000A000  *
0x15581BE00  0x000E1000  +
0x1558FCE00  0x0000F000  *
0x15590BE00  0x000DD000  +
0x1559E8E00  0x00003000  *
0x1559EBE00  0x000E8000  +
0x155AD3E00  0x00008000  *
0x155ADBE00  0x001F5000  +
0x155CD0E00  0x0000B000  *
0x155CDBE00  0x000E1000  +
0x155DBCE00  0x0000F000  *
0x155DCBE00  0x000DC000  +
0x155EA7E00  0x00004000  *
0x155EABE00  0x000E7000  +
0x155F92E00  0x00009000  *
0x155F9BE00  0x000E3000  +
0x15607EE00  0x0000D000  *
0x15608BE00  0x000DE000  +
0x156169E00  0x00002000  *
0x15616BE00  0x000E9000  +
0x156254E00  0x00007000  *
0x15625BE00  0x001F7000  +
0x156452E00  0x00009000  *
0x15645BE00  0x000E2000  +
0x15653DE00  0x0000E000  *
0x15654BE00  0x000DD000  +
0x156628E00  0x00003000  *
0x15662BE00  0x000E9000  +
0x156714E00  0x00007000  *
0x15671BE00  0x000E4000  +
0x1567FFE00  0x0000C000  *
0x15680BE00  0x000DF000  +
0x1568EAE00  0x00001000  *
0x1568EBE00  0x000EB000  +
0x1569D6E00  0x00005000  *
0x1569DBE00  0x001F8000  +
0x156BD3E00  0x00008000  *
0x156BDBE00  0x000E3000  +
0x156CBEE00  0x0000D000  *
0x156CCBE00  0x000DF000  +
0x156DAAE00  0x00001000  *
0x156DABE00  0x000EA000  +
0x156E95E00  0x00006000  *
0x156E9BE00  0x000E5000  +
0x156F80E00  0x0000B000  *
0x156F8BE00  0x000E0000  +
0x15706BE00  0x00010000  *
0x15707BE00  0x000DC000  +
0x157157E00  0x00004000  *
0x15715BE00  0x001F9000  +
0x157354E00  0x00007000  *
0x15735BE00  0x000E5000  +
0x157440E00  0x0000B000  *
0x15744BE00  0x000E0000  +
